"recipe_id","recipe_type","dimension","inputs","original_output","tiered_output","status","source","source_path"
"createpropulsion:blasting/platinum_ingot_from_deepslate_platinum_ore","minecraft:blasting","overworld","createpropulsion:deepslate_platinum_ore","createpropulsion:platinum_nugget","createpropulsion:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/createpropulsion/recipe/blasting/platinum_ingot_from_deepslate_platinum_ore.json"
"createpropulsion:blasting/platinum_ingot_from_platinum_ore","minecraft:blasting","overworld","createpropulsion:platinum_ore","createpropulsion:platinum_nugget","createpropulsion:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/createpropulsion/recipe/blasting/platinum_ingot_from_platinum_ore.json"
"createpropulsion:smelting/platinum_ingot_from_deepslate_platinum_ore","minecraft:smelting","overworld","createpropulsion:deepslate_platinum_ore","createpropulsion:platinum_nugget","createpropulsion:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/createpropulsion/recipe/smelting/platinum_ingot_from_deepslate_platinum_ore.json"
"createpropulsion:smelting/platinum_ingot_from_platinum_ore","minecraft:smelting","overworld","createpropulsion:platinum_ore","createpropulsion:platinum_nugget","createpropulsion:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/createpropulsion/recipe/smelting/platinum_ingot_from_platinum_ore.json"
"iceandfire:furnace/deepslate_silver_ingot","minecraft:smelting","overworld","iceandfire:deepslate_silver_ore","iceandfire:silver_nugget","iceandfire:silver_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/iceandfire/recipe/furnace/deepslate_silver_ingot.json"
"iceandfire:furnace/deepslate_silver_ingot_blasting","minecraft:blasting","overworld","iceandfire:deepslate_silver_ore","iceandfire:silver_nugget","iceandfire:silver_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/iceandfire/recipe/furnace/deepslate_silver_ingot_blasting.json"
"iceandfire:furnace/sapphire","minecraft:smelting","overworld","iceandfire:sapphire_ore","iceandfire:sapphire_gem","iceandfire:sapphire_gem","unchanged_no_equivalent","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar","data/iceandfire/recipe/furnace/sapphire.json"
"iceandfire:furnace/sapphire_blasting","minecraft:blasting","overworld","iceandfire:sapphire_ore","iceandfire:sapphire_gem","iceandfire:sapphire_gem","unchanged_no_equivalent","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar","data/iceandfire/recipe/furnace/sapphire_blasting.json"
"iceandfire:furnace/silver_ingot","minecraft:smelting","overworld","iceandfire:silver_ore","iceandfire:silver_nugget","iceandfire:silver_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/iceandfire/recipe/furnace/silver_ingot.json"
"iceandfire:furnace/silver_ingot_blasting","minecraft:blasting","overworld","iceandfire:silver_ore","iceandfire:silver_nugget","iceandfire:silver_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/iceandfire/recipe/furnace/silver_ingot_blasting.json"
"infinite_domain:blasting/end_stone_shadow_ore","minecraft:blasting","end","more_ores_more_gems:end_stone_shadow_ore","more_ores_more_gems:block_of_shadowite","more_ores_more_gems:block_of_shadowite","already_correct","Infinite Domain","generated end-ore route"
"infinite_domain:blasting/endstone_platinum_ore","minecraft:blasting","end","oritech:endstone_platinum_ore","oritech:platinum_block","oritech:platinum_block","already_correct","Infinite Domain","generated end-ore route"
"infinite_domain:smelting/end_stone_shadow_ore","minecraft:smelting","end","more_ores_more_gems:end_stone_shadow_ore","more_ores_more_gems:block_of_shadowite","more_ores_more_gems:block_of_shadowite","already_correct","Infinite Domain","generated end-ore route"
"infinite_domain:smelting/endstone_platinum_ore","minecraft:smelting","end","oritech:endstone_platinum_ore","oritech:platinum_block","oritech:platinum_block","already_correct","Infinite Domain","generated end-ore route"
"minecraft:coal_from_blasting_coal_ore","minecraft:blasting","overworld","minecraft:coal_ore","minecraft:coal","minecraft:coal","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/coal_from_blasting_coal_ore.json"
"minecraft:coal_from_blasting_deepslate_coal_ore","minecraft:blasting","overworld","minecraft:deepslate_coal_ore","minecraft:coal","minecraft:coal","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/coal_from_blasting_deepslate_coal_ore.json"
"minecraft:coal_from_smelting_coal_ore","minecraft:smelting","overworld","minecraft:coal_ore","minecraft:coal","minecraft:coal","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/coal_from_smelting_coal_ore.json"
"minecraft:coal_from_smelting_deepslate_coal_ore","minecraft:smelting","overworld","minecraft:deepslate_coal_ore","minecraft:coal","minecraft:coal","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/coal_from_smelting_deepslate_coal_ore.json"
"minecraft:copper_ingot_from_blasting_copper_ore","minecraft:blasting","overworld","minecraft:copper_ore","create:copper_nugget","create:copper_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/copper_ingot_from_blasting_copper_ore.json"
"minecraft:copper_ingot_from_blasting_deepslate_copper_ore","minecraft:blasting","overworld","minecraft:deepslate_copper_ore","create:copper_nugget","create:copper_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/copper_ingot_from_blasting_deepslate_copper_ore.json"
"minecraft:copper_ingot_from_smelting_copper_ore","minecraft:smelting","overworld","minecraft:copper_ore","create:copper_nugget","create:copper_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/copper_ingot_from_smelting_copper_ore.json"
"minecraft:copper_ingot_from_smelting_deepslate_copper_ore","minecraft:smelting","overworld","minecraft:deepslate_copper_ore","create:copper_nugget","create:copper_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/copper_ingot_from_smelting_deepslate_copper_ore.json"
"minecraft:diamond_from_blasting_deepslate_diamond_ore","minecraft:blasting","overworld","minecraft:deepslate_diamond_ore","minecraft:diamond","minecraft:diamond","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/diamond_from_blasting_deepslate_diamond_ore.json"
"minecraft:diamond_from_blasting_diamond_ore","minecraft:blasting","overworld","minecraft:diamond_ore","minecraft:diamond","minecraft:diamond","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/diamond_from_blasting_diamond_ore.json"
"minecraft:diamond_from_smelting_deepslate_diamond_ore","minecraft:smelting","overworld","minecraft:deepslate_diamond_ore","minecraft:diamond","minecraft:diamond","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/diamond_from_smelting_deepslate_diamond_ore.json"
"minecraft:diamond_from_smelting_diamond_ore","minecraft:smelting","overworld","minecraft:diamond_ore","minecraft:diamond","minecraft:diamond","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/diamond_from_smelting_diamond_ore.json"
"minecraft:emerald_from_blasting_deepslate_emerald_ore","minecraft:blasting","overworld","minecraft:deepslate_emerald_ore","minecraft:emerald","minecraft:emerald","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/emerald_from_blasting_deepslate_emerald_ore.json"
"minecraft:emerald_from_blasting_emerald_ore","minecraft:blasting","overworld","minecraft:emerald_ore","minecraft:emerald","minecraft:emerald","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/emerald_from_blasting_emerald_ore.json"
"minecraft:emerald_from_smelting_deepslate_emerald_ore","minecraft:smelting","overworld","minecraft:deepslate_emerald_ore","minecraft:emerald","minecraft:emerald","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/emerald_from_smelting_deepslate_emerald_ore.json"
"minecraft:emerald_from_smelting_emerald_ore","minecraft:smelting","overworld","minecraft:emerald_ore","minecraft:emerald","minecraft:emerald","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/emerald_from_smelting_emerald_ore.json"
"minecraft:gold_ingot_from_blasting_deepslate_gold_ore","minecraft:blasting","overworld","minecraft:deepslate_gold_ore","minecraft:gold_nugget","minecraft:gold_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/gold_ingot_from_blasting_deepslate_gold_ore.json"
"minecraft:gold_ingot_from_blasting_gold_ore","minecraft:blasting","overworld","minecraft:gold_ore","minecraft:gold_nugget","minecraft:gold_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/gold_ingot_from_blasting_gold_ore.json"
"minecraft:gold_ingot_from_blasting_nether_gold_ore","minecraft:blasting","nether","minecraft:nether_gold_ore","minecraft:gold_ingot","minecraft:gold_ingot","already_correct","minecraft-1.21.1.jar","data/minecraft/recipe/gold_ingot_from_blasting_nether_gold_ore.json"
"minecraft:gold_ingot_from_smelting_deepslate_gold_ore","minecraft:smelting","overworld","minecraft:deepslate_gold_ore","minecraft:gold_nugget","minecraft:gold_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/gold_ingot_from_smelting_deepslate_gold_ore.json"
"minecraft:gold_ingot_from_smelting_gold_ore","minecraft:smelting","overworld","minecraft:gold_ore","minecraft:gold_nugget","minecraft:gold_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/gold_ingot_from_smelting_gold_ore.json"
"minecraft:gold_ingot_from_smelting_nether_gold_ore","minecraft:smelting","nether","minecraft:nether_gold_ore","minecraft:gold_ingot","minecraft:gold_ingot","already_correct","minecraft-1.21.1.jar","data/minecraft/recipe/gold_ingot_from_smelting_nether_gold_ore.json"
"minecraft:iron_ingot_from_blasting_deepslate_iron_ore","minecraft:blasting","overworld","minecraft:deepslate_iron_ore","minecraft:iron_nugget","minecraft:iron_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/iron_ingot_from_blasting_deepslate_iron_ore.json"
"minecraft:iron_ingot_from_blasting_iron_ore","minecraft:blasting","overworld","minecraft:iron_ore","minecraft:iron_nugget","minecraft:iron_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/iron_ingot_from_blasting_iron_ore.json"
"minecraft:iron_ingot_from_smelting_deepslate_iron_ore","minecraft:smelting","overworld","minecraft:deepslate_iron_ore","minecraft:iron_nugget","minecraft:iron_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/iron_ingot_from_smelting_deepslate_iron_ore.json"
"minecraft:iron_ingot_from_smelting_iron_ore","minecraft:smelting","overworld","minecraft:iron_ore","minecraft:iron_nugget","minecraft:iron_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/iron_ingot_from_smelting_iron_ore.json"
"minecraft:lapis_lazuli_from_blasting_deepslate_lapis_ore","minecraft:blasting","overworld","minecraft:deepslate_lapis_ore","minecraft:lapis_lazuli","minecraft:lapis_lazuli","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/lapis_lazuli_from_blasting_deepslate_lapis_ore.json"
"minecraft:lapis_lazuli_from_blasting_lapis_ore","minecraft:blasting","overworld","minecraft:lapis_ore","minecraft:lapis_lazuli","minecraft:lapis_lazuli","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/lapis_lazuli_from_blasting_lapis_ore.json"
"minecraft:lapis_lazuli_from_smelting_deepslate_lapis_ore","minecraft:smelting","overworld","minecraft:deepslate_lapis_ore","minecraft:lapis_lazuli","minecraft:lapis_lazuli","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/lapis_lazuli_from_smelting_deepslate_lapis_ore.json"
"minecraft:lapis_lazuli_from_smelting_lapis_ore","minecraft:smelting","overworld","minecraft:lapis_ore","minecraft:lapis_lazuli","minecraft:lapis_lazuli","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/lapis_lazuli_from_smelting_lapis_ore.json"
"minecraft:quartz","minecraft:smelting","nether","minecraft:nether_quartz_ore","minecraft:quartz","minecraft:quartz","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/quartz.json"
"minecraft:quartz_from_blasting","minecraft:blasting","nether","minecraft:nether_quartz_ore","minecraft:quartz","minecraft:quartz","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/quartz_from_blasting.json"
"minecraft:redstone_from_blasting_deepslate_redstone_ore","minecraft:blasting","overworld","minecraft:deepslate_redstone_ore","minecraft:redstone","minecraft:redstone","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/redstone_from_blasting_deepslate_redstone_ore.json"
"minecraft:redstone_from_blasting_redstone_ore","minecraft:blasting","overworld","minecraft:redstone_ore","minecraft:redstone","minecraft:redstone","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/redstone_from_blasting_redstone_ore.json"
"minecraft:redstone_from_smelting_deepslate_redstone_ore","minecraft:smelting","overworld","minecraft:deepslate_redstone_ore","minecraft:redstone","minecraft:redstone","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/redstone_from_smelting_deepslate_redstone_ore.json"
"minecraft:redstone_from_smelting_redstone_ore","minecraft:smelting","overworld","minecraft:redstone_ore","minecraft:redstone","minecraft:redstone","unchanged_no_equivalent","minecraft-1.21.1.jar","data/minecraft/recipe/redstone_from_smelting_redstone_ore.json"
"minecraft:titaniumingot_from_blasting_deepslate_titaniumore_block","minecraft:blasting","overworld","createcybernetics:deepslate_titaniumore_block","rocketnautics:titanium_nugget","rocketnautics:titanium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/titaniumingot_from_blasting_deepslate_titaniumore_block.json"
"minecraft:titaniumingot_from_blasting_titaniumore_block","minecraft:blasting","overworld","createcybernetics:titaniumore_block","rocketnautics:titanium_nugget","rocketnautics:titanium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/titaniumingot_from_blasting_titaniumore_block.json"
"minecraft:titaniumingot_from_smelting_deepslate_titaniumore_block","minecraft:smelting","overworld","createcybernetics:deepslate_titaniumore_block","rocketnautics:titanium_nugget","rocketnautics:titanium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/titaniumingot_from_smelting_deepslate_titaniumore_block.json"
"minecraft:titaniumingot_from_smelting_titaniumore_block","minecraft:smelting","overworld","createcybernetics:titaniumore_block","rocketnautics:titanium_nugget","rocketnautics:titanium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/minecraft/recipe/titaniumingot_from_smelting_titaniumore_block.json"
"more_ores_more_gems:d_dd","minecraft:blasting","overworld","more_ores_more_gems:luminous_gem_ore","more_ores_more_gems:luminous_gem","more_ores_more_gems:luminous_gem","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/d_dd.json"
"more_ores_more_gems:d_dd_2","minecraft:blasting","overworld","more_ores_more_gems:luminous_gem_ore_deepslate","more_ores_more_gems:luminous_gem","more_ores_more_gems:luminous_gem","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/d_dd_2.json"
"more_ores_more_gems:dd_2","minecraft:smelting","overworld","more_ores_more_gems:luminous_gem_ore_deepslate","more_ores_more_gems:luminous_gem","more_ores_more_gems:luminous_gem","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/dd_2.json"
"more_ores_more_gems:deepslate_ruby_oresmeling","minecraft:smelting","overworld","more_ores_more_gems:ruby_ore_deepslate","more_ores_more_gems:ruby_pack","more_ores_more_gems:ruby_pack","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/deepslate_ruby_oresmeling.json"
"more_ores_more_gems:dro","minecraft:blasting","overworld","more_ores_more_gems:ruby_pack_ore","more_ores_more_gems:ruby_pack","more_ores_more_gems:ruby_pack","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/dro.json"
"more_ores_more_gems:dro_2","minecraft:blasting","overworld","more_ores_more_gems:ruby_ore_deepslate","more_ores_more_gems:ruby_pack","more_ores_more_gems:ruby_pack","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/dro_2.json"
"more_ores_more_gems:guminousgemsmeltingore","minecraft:smelting","overworld","more_ores_more_gems:luminous_gem_ore","more_ores_more_gems:luminous_gem","more_ores_more_gems:luminous_gem","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/guminousgemsmeltingore.json"
"more_ores_more_gems:padparadscha_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_padparadscha_ore","more_ores_more_gems:padparadscha","more_ores_more_gems:padparadscha","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/padparadscha_2.json"
"more_ores_more_gems:padparadscha_3","minecraft:blasting","overworld","more_ores_more_gems:padparadscha_ore","more_ores_more_gems:padparadscha","more_ores_more_gems:padparadscha","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/padparadscha_3.json"
"more_ores_more_gems:padparadscha_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_padparadscha_ore","more_ores_more_gems:padparadscha","more_ores_more_gems:padparadscha","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/padparadscha_4.json"
"more_ores_more_gems:ruby_pack_ore_smelting","minecraft:smelting","overworld","more_ores_more_gems:ruby_pack_ore","more_ores_more_gems:ruby_pack","more_ores_more_gems:ruby_pack","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/ruby_pack_ore_smelting.json"
"more_ores_more_gems:sm_1","minecraft:smelting","overworld","more_ores_more_gems:white_crystal_ore","more_ores_more_gems:white_crystal","more_ores_more_gems:white_crystal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_1.json"
"more_ores_more_gems:sm_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_white_crystal_ore","more_ores_more_gems:white_crystal","more_ores_more_gems:white_crystal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_2.json"
"more_ores_more_gems:sm_3","minecraft:blasting","overworld","more_ores_more_gems:white_crystal_ore","more_ores_more_gems:white_crystal","more_ores_more_gems:white_crystal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_3.json"
"more_ores_more_gems:sm_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_white_crystal_ore","more_ores_more_gems:white_crystal","more_ores_more_gems:white_crystal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_4.json"
"more_ores_more_gems:sm_adamantite_2","minecraft:smelting","overworld","more_ores_more_gems:adamantite_ore","more_ores_more_gems:adamantite_nugget","more_ores_more_gems:adamantite_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_adamantite_2.json"
"more_ores_more_gems:sm_adamantite_4","minecraft:blasting","overworld","more_ores_more_gems:adamantite_ore","more_ores_more_gems:adamantite_nugget","more_ores_more_gems:adamantite_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_adamantite_4.json"
"more_ores_more_gems:sm_amethyst_1","minecraft:smelting","overworld","more_ores_more_gems:amethyst_ore","more_ores_more_gems:amethyst","more_ores_more_gems:amethyst","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_amethyst_1.json"
"more_ores_more_gems:sm_amethyst_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_amethyst_ore","more_ores_more_gems:amethyst","more_ores_more_gems:amethyst","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_amethyst_2.json"
"more_ores_more_gems:sm_amethyst_3","minecraft:blasting","overworld","more_ores_more_gems:amethyst_ore","more_ores_more_gems:amethyst","more_ores_more_gems:amethyst","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_amethyst_3.json"
"more_ores_more_gems:sm_amethyst_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_amethyst_ore","more_ores_more_gems:amethyst","more_ores_more_gems:amethyst","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_amethyst_4.json"
"more_ores_more_gems:sm_ametrine_1","minecraft:smelting","overworld","more_ores_more_gems:ametrine_ore","more_ores_more_gems:ametrine","more_ores_more_gems:ametrine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ametrine_1.json"
"more_ores_more_gems:sm_ametrine_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_ametrine_ore","more_ores_more_gems:ametrine","more_ores_more_gems:ametrine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ametrine_2.json"
"more_ores_more_gems:sm_ametrine_3","minecraft:blasting","overworld","more_ores_more_gems:ametrine_ore","more_ores_more_gems:ametrine","more_ores_more_gems:ametrine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ametrine_3.json"
"more_ores_more_gems:sm_ametrine_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_ametrine_ore","more_ores_more_gems:ametrine","more_ores_more_gems:ametrine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ametrine_4.json"
"more_ores_more_gems:sm_antimony_2","minecraft:smelting","overworld","more_ores_more_gems:antimony_ore","more_ores_more_gems:antimony_nugget","more_ores_more_gems:antimony_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_antimony_2.json"
"more_ores_more_gems:sm_antimony_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_antimony_ore","more_ores_more_gems:antimony_nugget","more_ores_more_gems:antimony_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_antimony_3.json"
"more_ores_more_gems:sm_antimony_5","minecraft:blasting","overworld","more_ores_more_gems:antimony_ore","more_ores_more_gems:antimony_nugget","more_ores_more_gems:antimony_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_antimony_5.json"
"more_ores_more_gems:sm_antimony_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_antimony_ore","more_ores_more_gems:antimony_nugget","more_ores_more_gems:antimony_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_antimony_6.json"
"more_ores_more_gems:sm_aquamarine_1","minecraft:smelting","overworld","more_ores_more_gems:aquamarine_ore","more_ores_more_gems:aquamarine","more_ores_more_gems:aquamarine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_aquamarine_1.json"
"more_ores_more_gems:sm_aquamarine_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_aquamarine_ore","more_ores_more_gems:aquamarine","more_ores_more_gems:aquamarine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_aquamarine_2.json"
"more_ores_more_gems:sm_aquamarine_3","minecraft:blasting","overworld","more_ores_more_gems:aquamarine_ore","more_ores_more_gems:aquamarine","more_ores_more_gems:aquamarine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_aquamarine_3.json"
"more_ores_more_gems:sm_aquamarine_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_aquamarine_ore","more_ores_more_gems:aquamarine","more_ores_more_gems:aquamarine","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_aquamarine_4.json"
"more_ores_more_gems:sm_bromine_2","minecraft:smelting","overworld","more_ores_more_gems:bromine_ore","more_ores_more_gems:bromine_ingot","more_ores_more_gems:bromine_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_bromine_2.json"
"more_ores_more_gems:sm_bromine_4","minecraft:blasting","overworld","more_ores_more_gems:bromine_ore","more_ores_more_gems:bromine_ingot","more_ores_more_gems:bromine_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_bromine_4.json"
"more_ores_more_gems:sm_carnelian_1","minecraft:smelting","overworld","more_ores_more_gems:carnelian_ore","more_ores_more_gems:carnelian","more_ores_more_gems:carnelian","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_carnelian_1.json"
"more_ores_more_gems:sm_carnelian_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_carnelian_ore","more_ores_more_gems:carnelian","more_ores_more_gems:carnelian","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_carnelian_2.json"
"more_ores_more_gems:sm_carnelian_3","minecraft:blasting","overworld","more_ores_more_gems:carnelian_ore","more_ores_more_gems:carnelian","more_ores_more_gems:carnelian","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_carnelian_3.json"
"more_ores_more_gems:sm_carnelian_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_carnelian_ore","more_ores_more_gems:carnelian","more_ores_more_gems:carnelian","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_carnelian_4.json"
"more_ores_more_gems:sm_electrum_2","minecraft:smelting","overworld","more_ores_more_gems:electrum_ore","more_ores_more_gems:electrum_nugget","more_ores_more_gems:electrum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_electrum_2.json"
"more_ores_more_gems:sm_electrum_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_electrum_ore","more_ores_more_gems:electrum_nugget","more_ores_more_gems:electrum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_electrum_3.json"
"more_ores_more_gems:sm_electrum_5","minecraft:blasting","overworld","more_ores_more_gems:electrum_ore","more_ores_more_gems:electrum_nugget","more_ores_more_gems:electrum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_electrum_5.json"
"more_ores_more_gems:sm_electrum_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_electrum_ore","more_ores_more_gems:electrum_nugget","more_ores_more_gems:electrum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_electrum_6.json"
"more_ores_more_gems:sm_frost_opal_1","minecraft:smelting","overworld","more_ores_more_gems:frost_opal_ore","more_ores_more_gems:memory_opal","more_ores_more_gems:memory_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_frost_opal_1.json"
