"Namespace","TexturePath","Category","Width","Height","Animated","Covered","ExcludedCyberworld","Priority","SourceJars"
"spore","textures/block/heart.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/heartpie.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/hive.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/hospital_bed.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/incubator.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/incubator/incubator_buttons.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/incubator/incubator_glass.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/incubator/incubator.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/infested_cdu.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/innards.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/iron_ladder.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/laboratory_block.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/laboratory_block1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/laboratory_block2.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/laboratory_block3.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/membrane.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/moldy_crops.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/mycelium_block.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/mycelium_growths_big.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/mycelium_growths_small.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/mycelium_roots.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/organite_top.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/organite.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/outpost_watcher.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/overgrown_spawner.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/plated_mycelium.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/poisoning_lump.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/reinforced_door.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/remains.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/remains2.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/remains3.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/remains4.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/roasted_brain_bits.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rooted_biomass.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rooted_mycelium.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch2.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch3.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch4.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_branch5.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush2.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush3.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush4.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_bush5.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_crop.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_fern.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_grass.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_plank1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_plank2.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_plank3.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_wood_top.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_wood.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rotten_wood1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rusted_reinforced_door.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/rusted_vent_plate.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/sicken_biomass.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/skull_soup.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/surgery_table/surgery_table.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tar_pool.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tar_pool1.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tar_pool2.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tar_pool3.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tar_pool4.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/tentacle_brain.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/thick_mycelium.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/top_glowshroom.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/torso.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/under_fungal_stem.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/underwater_shroom.png","block","16","160","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/veins_overlay.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/vent_grate.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/vent_plate.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/wall_f.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/wall_growths_big.png","block","64","64","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/wall_growths.png","block","16","16","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/wall_remains.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/water_fung.png","block","32","32","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/zoaholic_block.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/zoaholic/zoaholic_buttons.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/zoaholic/zoaholic_glass.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"spore","textures/block/zoaholic/zoaholic.png","block","128","128","False","True","False","100","spore_1.21.1_2.2.0j_neo.jar"
"stellaris","textures/block/cable_texture.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_1_input.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_1_output.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_1.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_2_input.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_2_output.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_2.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_3_input.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_3_output.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cable/cable_tier_3.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cheese_block.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/chiseled_glacio_stone.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/chiseled_mars_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/chiseled_mercury_stone.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/chiseled_moon_stone.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/chiseled_venus_stone.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/coal_lantern.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/coal_torch.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/conglomorate.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_glacio_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_mars_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_mercury_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_moon_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_permafrost_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_venus_sandstone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/cracked_venus_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_0.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_1.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_2.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_3.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_4.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_5.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_6.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop_stage_7.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/mars_crop.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_0.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_1.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_2.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_3.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_4.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_5.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_6.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/crops/moon_crop_stage_7.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/deepslate_steel_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/desh_block.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/desh_pillar_end.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/desh_pillar_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/desh_plating_block.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/earth_globe.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/flag/flag_overlay.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/flag/flag.png","block","32","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/fuel_overlay.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/hydrogen_fluid.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/hydrogen_overlay.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/oil_overlay.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/oxygen_fluid.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/oxygen_overlay.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/under_fuel.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/under_hydrogen.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/fluids/under_oil.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/earth_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/glacio_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/mars_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/mercury_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/moon_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/globes/venus_globe.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/heavy_metal_casing.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/heavy_metal_plate.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/iron_pillar_end.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/iron_pillar_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/iron_plating_block.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/antenna_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/antenna_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/antenna_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/coal_generator_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/coal_generator_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/coal_generator_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/coal_generator_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/diesel_generator_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/diesel_generator_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/diesel_generator_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/diesel_generator_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_0.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_1.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_2.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_3.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_4.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_5.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_6.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_7.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_8.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_front_9.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fluid_tank/fluid_tank_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fuel_refinery_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fuel_refinery_front_on2.png","block","16","144","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fuel_refinery_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fuel_refinery_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/fuel_refinery_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/oxygen_distributor_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/oxygen_distributor_face.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/oxygen_distributor_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/oxygen_distributor_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_0.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_1.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_2.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_3.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_4.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_5.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_6.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_7.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_8.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_front_on_9.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/power_bank/power_bank_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/pumpjack.png","block","128","128","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/radioactive_generator_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/radioactive_generator_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/radioactive_generator_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/radioactive_generator_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/rocket_station.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/solar_panel.png","block","64","64","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/vacuumator_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/vacuumator_front_on.png","block","16","32","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/vacuumator_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/vacuumator_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/vacuumator_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/water_separator_bottom.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/water_separator_front.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/water_separator_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/machines/water_separator_top.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_cobblestone.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_diamond_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_globe.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_ice_shard_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_iron_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_ostrum_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_pillar_end.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_pillar_side.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_plutonium_ore.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_sand.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_stone_bricks.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
"stellaris","textures/block/mars_stone_pillar_end.png","block","16","16","False","True","False","100","stellaris-1.21-neoforge-1.4.25.jar"
