TargetPath,LegacySheet,SourceBox,BackupPath,Action
textures/gui/sprites/hud/effect_background.png,textures/gui/container/inventory.png,"282,332,330,380",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\effect_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/experience_bar_background.png,textures/gui/icons.png,"0,128,364,138",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\experience_bar_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/experience_bar_progress.png,textures/gui/icons.png,"0,138,364,148",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\experience_bar_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_empty_hunger.png,textures/gui/icons.png,"266,54,284,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_empty_hunger.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_empty.png,textures/gui/icons.png,"32,54,50,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_empty.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_full_hunger.png,textures/gui/icons.png,"176,54,194,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_full_hunger.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_full.png,textures/gui/icons.png,"104,54,122,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_half_hunger.png,textures/gui/icons.png,"194,54,212,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_half_hunger.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/food_half.png,textures/gui/icons.png,"122,54,140,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\food_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_full_blinking.png,textures/gui/icons.png,"320,0,338,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_full.png,textures/gui/icons.png,"320,0,338,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_half_blinking.png,textures/gui/icons.png,"338,0,356,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_half.png,textures/gui/icons.png,"338,0,356,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_hardcore_full_blinking.png,textures/gui/icons.png,"320,90,338,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_hardcore_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_hardcore_full.png,textures/gui/icons.png,"320,90,338,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_hardcore_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_hardcore_half_blinking.png,textures/gui/icons.png,"338,90,356,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_hardcore_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/absorbing_hardcore_half.png,textures/gui/icons.png,"338,90,356,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\absorbing_hardcore_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_full_blinking.png,textures/gui/icons.png,"356,0,374,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_full.png,textures/gui/icons.png,"356,0,374,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_half_blinking.png,textures/gui/icons.png,"374,0,392,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_half.png,textures/gui/icons.png,"374,0,392,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_hardcore_full_blinking.png,textures/gui/icons.png,"356,90,374,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_hardcore_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_hardcore_full.png,textures/gui/icons.png,"356,90,374,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_hardcore_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_hardcore_half_blinking.png,textures/gui/icons.png,"374,90,392,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_hardcore_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/frozen_hardcore_half.png,textures/gui/icons.png,"374,90,392,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\frozen_hardcore_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/full_blinking.png,textures/gui/icons.png,"140,0,158,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/full.png,textures/gui/icons.png,"104,0,122,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/half_blinking.png,textures/gui/icons.png,"158,0,176,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/half.png,textures/gui/icons.png,"122,0,140,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/hardcore_full_blinking.png,textures/gui/icons.png,"140,90,158,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\hardcore_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/hardcore_full.png,textures/gui/icons.png,"104,90,122,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\hardcore_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/hardcore_half_blinking.png,textures/gui/icons.png,"158,90,176,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\hardcore_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/hardcore_half.png,textures/gui/icons.png,"122,90,140,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\hardcore_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_full_blinking.png,textures/gui/icons.png,"212,0,230,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_full.png,textures/gui/icons.png,"176,0,194,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_half_blinking.png,textures/gui/icons.png,"230,0,248,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_half.png,textures/gui/icons.png,"194,0,212,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_hardcore_full_blinking.png,textures/gui/icons.png,"212,90,230,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_hardcore_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_hardcore_full.png,textures/gui/icons.png,"176,90,194,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_hardcore_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_hardcore_half_blinking.png,textures/gui/icons.png,"230,90,248,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_hardcore_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/poisoned_hardcore_half.png,textures/gui/icons.png,"194,90,212,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\poisoned_hardcore_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/vehicle_container.png,textures/gui/icons.png,"104,18,122,36",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\vehicle_container.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/vehicle_full.png,textures/gui/icons.png,"176,18,194,36",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\vehicle_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/vehicle_half.png,textures/gui/icons.png,"194,18,212,36",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\vehicle_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_full_blinking.png,textures/gui/icons.png,"284,0,302,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_full.png,textures/gui/icons.png,"248,0,266,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_half_blinking.png,textures/gui/icons.png,"302,0,320,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_half.png,textures/gui/icons.png,"266,0,284,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_hardcore_full_blinking.png,textures/gui/icons.png,"284,90,302,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_hardcore_full_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_hardcore_full.png,textures/gui/icons.png,"248,90,266,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_hardcore_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_hardcore_half_blinking.png,textures/gui/icons.png,"302,90,320,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_hardcore_half_blinking.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/heart/withered_hardcore_half.png,textures/gui/icons.png,"266,90,284,108",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\heart\withered_hardcore_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar_attack_indicator_background.png,textures/gui/icons.png,"0,188,36,224",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar_attack_indicator_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar_attack_indicator_progress.png,textures/gui/icons.png,"36,188,72,224",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar_attack_indicator_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar_offhand_left.png,textures/gui/widgets.png,"48,44,106,92",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar_offhand_left.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar_offhand_right.png,textures/gui/widgets.png,"106,44,164,92",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar_offhand_right.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar_selection.png,textures/gui/widgets.png,"0,44,48,90",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar_selection.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/hotbar.png,textures/gui/widgets.png,"0,0,364,44",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\hotbar.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/jump_bar_background.png,textures/gui/icons.png,"0,168,364,178",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\jump_bar_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/jump_bar_progress.png,textures/gui/icons.png,"0,178,364,188",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\jump_bar_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/icon/draft_report.png,textures/gui/widgets.png,"364,48,394,78",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\icon\draft_report.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/icon/search.png,textures/gui/social_interactions.png,"243,1,255,13",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\icon\search.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/notification/1.png,textures/gui/widgets.png,"396,44,412,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\notification\1.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/notification/2.png,textures/gui/widgets.png,"412,44,428,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\notification\2.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/notification/3.png,textures/gui/widgets.png,"428,44,444,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\notification\3.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/notification/4.png,textures/gui/widgets.png,"444,44,460,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\notification\4.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/notification/5.png,textures/gui/widgets.png,"460,44,476,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\notification\5.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/button_highlighted.png,textures/gui/recipe_button.png,"0,19,20,37",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/button.png,textures/gui/recipe_button.png,"0,0,20,18",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/crafting_overlay_disabled_highlighted.png,textures/gui/recipe_book.png,"356,208,404,256",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\crafting_overlay_disabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/crafting_overlay_disabled.png,textures/gui/recipe_book.png,"356,156,404,204",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\crafting_overlay_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/crafting_overlay_highlighted.png,textures/gui/recipe_book.png,"304,208,352,256",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\crafting_overlay_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/crafting_overlay.png,textures/gui/recipe_book.png,"304,156,352,204",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\crafting_overlay.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/filter_disabled_highlighted.png,textures/gui/recipe_book.png,"304,118,356,150",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\filter_disabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/filter_disabled.png,textures/gui/recipe_book.png,"304,82,356,114",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\filter_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/filter_enabled_highlighted.png,textures/gui/recipe_book.png,"360,118,412,150",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\filter_enabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/filter_enabled.png,textures/gui/recipe_book.png,"360,82,412,114",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\filter_enabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_filter_disabled_highlighted.png,textures/gui/recipe_book.png,"304,400,356,432",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_filter_disabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_filter_disabled.png,textures/gui/recipe_book.png,"304,364,356,396",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_filter_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_filter_enabled_highlighted.png,textures/gui/recipe_book.png,"360,400,412,432",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_filter_enabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_filter_enabled.png,textures/gui/recipe_book.png,"360,364,412,396",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_filter_enabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_overlay_disabled_highlighted.png,textures/gui/recipe_book.png,"356,312,404,360",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_overlay_disabled_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_overlay_disabled.png,textures/gui/recipe_book.png,"356,260,404,308",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_overlay_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_overlay_highlighted.png,textures/gui/recipe_book.png,"304,312,352,360",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_overlay_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/furnace_overlay.png,textures/gui/recipe_book.png,"304,260,352,308",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\furnace_overlay.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/overlay_recipe.png,textures/gui/recipe_book.png,"164,416,228,480",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\overlay_recipe.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/page_backward_highlighted.png,textures/gui/recipe_book.png,"28,452,52,486",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\page_backward_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/page_backward.png,textures/gui/recipe_book.png,"28,416,52,450",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\page_backward.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/page_forward_highlighted.png,textures/gui/recipe_book.png,"2,452,26,486",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\page_forward_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/page_forward.png,textures/gui/recipe_book.png,"2,416,26,450",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\page_forward.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/slot_craftable.png,textures/gui/recipe_book.png,"58,412,108,462",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\slot_craftable.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/slot_many_craftable.png,textures/gui/recipe_book.png,"58,462,108,512",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\slot_many_craftable.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/tab_selected.png,textures/gui/recipe_book.png,"376,4,446,58",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\tab_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/recipe_book/tab.png,textures/gui/recipe_book.png,"306,4,376,58",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\recipe_book\tab.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/join_highlighted.png,textures/gui/server_selection.png,"0,64,64,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\join_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/join.png,textures/gui/server_selection.png,"0,0,64,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\join.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/move_down_highlighted.png,textures/gui/server_selection.png,"128,64,192,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\move_down_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/move_down.png,textures/gui/server_selection.png,"128,0,192,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\move_down.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/move_up.png,textures/gui/server_selection.png,"192,0,256,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\move_up.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/pinging_1.png,textures/gui/icons.png,"20,352,40,368",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\pinging_1.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/pinging_2.png,textures/gui/icons.png,"20,368,40,384",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\pinging_2.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/pinging_3.png,textures/gui/icons.png,"20,384,40,400",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\pinging_3.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/pinging_4.png,textures/gui/icons.png,"20,400,40,416",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\pinging_4.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/server_list/pinging_5.png,textures/gui/icons.png,"20,416,40,432",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\server_list\pinging_5.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/social_interactions/background.png,textures/gui/social_interactions.png,"1,1,237,35",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\social_interactions\background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/social_interactions/mute_button_highlighted.png,textures/gui/social_interactions.png,"0,58,20,78",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\social_interactions\mute_button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/social_interactions/mute_button.png,textures/gui/social_interactions.png,"0,38,20,58",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\social_interactions\mute_button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/social_interactions/unmute_button_highlighted.png,textures/gui/social_interactions.png,"20,58,40,78",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\social_interactions\unmute_button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/social_interactions/unmute_button.png,textures/gui/social_interactions.png,"20,38,40,58",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\social_interactions\unmute_button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/spectator/close.png,textures/gui/spectator_widgets.png,"128,0,144,16",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\spectator\close.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/spectator/scroll_left.png,textures/gui/spectator_widgets.png,"144,0,160,16",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\spectator\scroll_left.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/spectator/scroll_right.png,textures/gui/spectator_widgets.png,"160,0,176,16",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\spectator\scroll_right.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/spectator/teleport_to_player.png,textures/gui/spectator_widgets.png,"0,0,16,16",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\spectator\teleport_to_player.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/spectator/teleport_to_team.png,textures/gui/spectator_widgets.png,"16,0,32,16",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\spectator\teleport_to_team.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/block_mined.png,textures/gui/container/stats_icons.png,"108,36,144,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\block_mined.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/header.png,textures/gui/container/stats_icons.png,"0,36,36,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\header.png,ExtractedExactVanillaMappedSprite
