Category,RegistryId,Texture,SourceArt,DerivedOutput,SourceSize,OutputSize,Frames,Method
gem_storage_block,more_ores_more_gems:blockof_sapphire,more_ores_more_gems:block/637608873479978555,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/637608873479978555.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/637608873479978555.png,16x16,128x128,1,authored compressed-crystal and corundum relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:nether_crimsonite_ore,more_ores_more_gems:block/blocksprite_nether-crimsonite-ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/blocksprite_nether-crimsonite-ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_nether-crimsonite-ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:peridot_ore,more_ores_more_gems:block/blocksprite_peridot-ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_peridot-ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_peridot-ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:peridot_ore_deepslate,more_ores_more_gems:block/blocksprite_peridot-ore_deepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_peridot-ore_deepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_peridot-ore_deepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:shadowite_ore,more_ores_more_gems:block/blocksprite_shadowite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/blocksprite_shadowite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_shadowite_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:sliver_ore,more_ores_more_gems:block/blocksprite_sliver_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/blocksprite_sliver_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_sliver_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:tanzanite_ore,more_ores_more_gems:block/blocksprite_tanzanite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_tanzanite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_tanzanite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:topaz_ore,more_ores_more_gems:block/blocksprite_topaz-ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_topaz-ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_topaz-ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:white_opal_ore,more_ores_more_gems:block/blocksprite_white_opal_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_white_opal_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_white_opal_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:white_crystal_ore,more_ores_more_gems:block/blocksprite_whitecrystalore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/blocksprite_whitecrystalore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/blocksprite_whitecrystalore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:bromine_ore,more_ores_more_gems:block/bromineore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/bromineore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/bromineore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
gem_storage_block,more_ores_more_gems:block_of_carnelian,more_ores_more_gems:block/carnelian_block,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/carnelian_block.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/carnelian_block.png,16x16,128x128,1,authored compressed-crystal and carnelian relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:carnelian_ore,more_ores_more_gems:block/carnelianore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/carnelianore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/carnelianore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:chondrit_ore,more_ores_more_gems:block/chondrit_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/chondrit_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/chondrit_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:chromium_ore,more_ores_more_gems:block/chromium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/chromium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/chromium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:citrine_ore,more_ores_more_gems:block/citrine_ore_new,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/citrine_ore_new_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/citrine_ore_new.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:clay_thalassium_ore,more_ores_more_gems:block/clay_thalassium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/clay_thalassium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/clay_thalassium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:cobalt_ore,more_ores_more_gems:block/cobalt_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/cobalt_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/cobalt_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:crimsonite_ore,more_ores_more_gems:block/crimsonite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/crimsonite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/crimsonite_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
gem_storage_block,more_ores_more_gems:blockof_mysticrain_quartz,more_ores_more_gems:block/dalle-2024-10-12-.5s8,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/dalle-2024-10-12-.5s8.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/dalle-2024-10-12-.5s8.png,16x16,128x128,1,authored compressed-crystal and quartz relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:deepslate_thalassium_ore,more_ores_more_gems:block/deeplsate_thalassium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deeplsate_thalassium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deeplsate_thalassium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_amethyst_ore,more_ores_more_gems:block/deepslate_amethyst_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_amethyst_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_amethyst_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_ametrine_ore,more_ores_more_gems:block/deepslate_ametrine_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_ametrine_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_ametrine_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_aquamarine_ore,more_ores_more_gems:block/deepslate_aquamarine_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_aquamarine_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_aquamarine_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_autunite_ore,more_ores_more_gems:block/deepslate_autunite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_autunite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_autunite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_carnelian_ore,more_ores_more_gems:block/deepslate_carnelian_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_carnelian_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_carnelian_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_chondrit_ore,more_ores_more_gems:block/deepslate_chondrit_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_chondrit_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_chondrit_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_chromium_ore,more_ores_more_gems:block/deepslate_chromium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_chromium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_chromium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_citrtine_ore,more_ores_more_gems:block/deepslate_citrine_ore_new,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_citrine_ore_new_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_citrine_ore_new.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_cobalt_ore,more_ores_more_gems:block/deepslate_cobalt_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_cobalt_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_cobalt_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_crimsonite_ore,more_ores_more_gems:block/deepslate_crimsonite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_crimsonite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_crimsonite_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_ekanite_ore,more_ores_more_gems:block/deepslate_ekanite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_ekanite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_ekanite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_heliodor_ore,more_ores_more_gems:block/deepslate_heliodor_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_heliodor_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_heliodor_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_indium_ore,more_ores_more_gems:block/deepslate_indium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_indium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_indium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_lead_ore,more_ores_more_gems:block/deepslate_lead_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_lead_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_lead_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_lemonite_ore,more_ores_more_gems:block/deepslate_lemonite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_lemonite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_lemonite_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_leucosapphire_ore,more_ores_more_gems:block/deepslate_leucosapphire_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_leucosapphire_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_leucosapphire_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_magnesium_ore,more_ores_more_gems:block/deepslate_magnesium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_magnesium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_magnesium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deeplslate_monel_ore,more_ores_more_gems:block/deepslate_monel_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_monel_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_monel_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_neptunium_ore,more_ores_more_gems:block/deepslate_neptunium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_neptunium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_neptunium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_nickel_ore,more_ores_more_gems:block/deepslate_nikel_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_nikel_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_nikel_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_osmium_ore,more_ores_more_gems:block/deepslate_osmium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_osmium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_osmium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_padparadscha_ore,more_ores_more_gems:block/deepslate_padparadscha_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_padparadscha_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_padparadscha_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_pink_opal_ore,more_ores_more_gems:block/deepslate_pink_opal_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_pink_opal_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_pink_opal_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_platinum_ore,more_ores_more_gems:block/deepslate_platium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_platium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_platium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_radium_dust_ore,more_ores_more_gems:block/deepslate_radium_dust_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_radium_dust_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_radium_dust_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_radium_ore,more_ores_more_gems:block/deepslate_radium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_radium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_radium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslatee_mysticrain_quartz_ore,more_ores_more_gems:block/deepslate_rainbow_mystic_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_rainbow_mystic_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_rainbow_mystic_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_rare_sapphire_ore,more_ores_more_gems:block/deepslate_rare_sapphire_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_rare_sapphire_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_rare_sapphire_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_rhodium_ore,more_ores_more_gems:block/deepslate_rhodium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_rhodium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_rhodium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_rose_gold_ore,more_ores_more_gems:block/deepslate_rose_gold_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_rose_gold_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_rose_gold_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_thorium_ore,more_ores_more_gems:block/deepslate_thoriumore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_thoriumore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_thoriumore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_tin_ore,more_ores_more_gems:block/deepslate_tin_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_tin_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_tin_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_topaz_ore,more_ores_more_gems:block/deepslate_topaz-ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_topaz-ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_topaz-ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_uranium_ore,more_ores_more_gems:block/deepslate_uranium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslate_uranium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_uranium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_ussingite_ore,more_ores_more_gems:block/deepslate_ussingite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslate_ussingite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslate_ussingite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_gunpowder_ore,more_ores_more_gems:block/deepslategunpowderore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/deepslategunpowderore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslategunpowderore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_sapphire_ore,more_ores_more_gems:block/deepslatesapphireore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/deepslatesapphireore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/deepslatesapphireore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
gem_storage_block,more_ores_more_gems:block_of_topaz,more_ores_more_gems:block/dgfdgfdfd,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/dgfdgfdfd.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/dgfdgfdfd.png,16x16,128x128,1,authored compressed-crystal and topaz relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:ekanite_ore,more_ores_more_gems:block/ekanite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/ekanite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/ekanite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:electrum_ore,more_ores_more_gems:block/electrumore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/electrumore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/electrumore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_electrum_ore,more_ores_more_gems:block/electrumoredeepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/electrumoredeepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/electrumoredeepslate.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:fire_opal_ore,more_ores_more_gems:block/fire_opal_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fire_opal_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fire_opal_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
