item_id,mod_namespace,audit_scope,equipment_type,inclusion_evidence,active_recipe_count,recipe_ids,recipe_types,required_materials_or_tags,effective_recipe_sources,quest_reference_count,quest_references,earliest_realistic_era,earliest_era_evidence,mining_tier,mineable_block_hardness,mining_speed,durability,energy_capacity,attack_damage,attack_speed,range,ammunition_or_energy_use,special_abilities,environmental_advantages,repair_method,renewable_resource_requirements,overlap_or_invalidation,recommended_era,recommended_adjustment,progression_role,property_evidence_status,confirmation_notes
graveyard:white_bone_staff,graveyard,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:amphithere_macuahuitl,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:amphithere_macuahuitl,minecraft:crafting_shaped,#minecraft:planks;allthecompressed:obsidian_1x;iceandfire:amphithere_feather;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:cockatrice_scepter,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:cockatrice_scepter,minecraft:crafting_shaped,#c:bones/wither;iceandfire:cockatrice_eye;iceandfire:wither_shard,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:copper_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:copper_axe,minecraft:crafting_shaped,minecraft:copper_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:copper_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,1,iceandfire:copper_hoe,minecraft:crafting_shaped,minecraft:copper_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:copper_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,1,iceandfire:copper_pickaxe,minecraft:crafting_shaped,minecraft:copper_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:copper_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,1,iceandfire:copper_shovel,minecraft:crafting_shaped,minecraft:copper_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:copper_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:copper_sword,minecraft:crafting_shaped,minecraft:copper_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:deathworm_gauntlet_red,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:deathworm_gauntlet_red,minecraft:crafting_shaped,iceandfire:chain;iceandfire:deathworm_chitin_red;iceandfire:deathworm_tounge,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:deathworm_gauntlet_white,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:deathworm_gauntlet_white,minecraft:crafting_shaped,iceandfire:chain;iceandfire:deathworm_chitin_white;iceandfire:deathworm_tounge,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:deathworm_gauntlet_yellow,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:deathworm_gauntlet_yellow,minecraft:crafting_shaped,iceandfire:chain;iceandfire:deathworm_chitin_yellow;iceandfire:deathworm_tounge,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:dragonbone_axe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_bow,iceandfire,player_tool_or_weapon,_bow,direct_equipment_registry_suffix,1,iceandfire:dragonbone_bow,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone;minecraft:string,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,1,iceandfire:dragonbone_hoe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,1,iceandfire:dragonbone_pickaxe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,1,iceandfire:dragonbone_shovel,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonbone_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:dragonbone_sword,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonbone,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dragonsteel_fire_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_fire_axe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_boots,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_fire_boots,minecraft:crafting_shaped,iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_chestplate,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_fire_chestplate,minecraft:crafting_shaped,iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_helmet,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_fire_helmet,minecraft:crafting_shaped,iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_fire_hoe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_leggings,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_fire_leggings,minecraft:crafting_shaped,iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_fire_pickaxe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_fire_shovel,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_fire_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_fire_sword,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_fire_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_ice_axe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_boots,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_ice_boots,minecraft:crafting_shaped,iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_chestplate,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_ice_chestplate,minecraft:crafting_shaped,iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_helmet,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_ice_helmet,minecraft:crafting_shaped,iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_ice_hoe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_leggings,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_ice_leggings,minecraft:crafting_shaped,iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_ice_pickaxe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_ice_shovel,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_ice_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_ice_sword,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_ice_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_lightning_axe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_boots,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_lightning_boots,minecraft:crafting_shaped,iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_chestplate,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_lightning_chestplate,minecraft:crafting_shaped,iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_helmet,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_lightning_helmet,minecraft:crafting_shaped,iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_lightning_hoe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_leggings,iceandfire,material_progression_equipment,material_progression_equipment,environmental_equipment_registry_name,1,iceandfire:dragonsteel_lightning_leggings,minecraft:crafting_shaped,iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_lightning_pickaxe,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_lightning_shovel,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dragonsteel_lightning_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:dragonsteel_lightning_sword,minecraft:crafting_shaped,#c:bones/wither;iceandfire:dragonsteel_lightning_block,kubejs_override:Infinite Domain,0,,,,,,,8000 configured base,,25.0 configured base; effective item attribute unconfirmed,,,,"Elemental weapon abilities enabled for fire, ice, and lightning families",,,,,,,,installed_config_and_bytecode_anomaly_needs_in_game_confirmation,Do not treat configured base damage as final attribute; confirm every unusual Ice and Fire item in game
iceandfire:dread_knight_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dread_queen_staff,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dread_queen_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:dread_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:fishing_spear,iceandfire,player_tool_or_weapon,_spear,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:ghost_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:ghost_sword,minecraft:crafting_shapeless,iceandfire:dragonbone_sword;iceandfire:ghost_ingot,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:gorgon_head,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:hippogryph_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,1,iceandfire:hippogryph_sword,minecraft:crafting_shaped,iceandfire:hippogryph_talon;minecraft:feather;minecraft:iron_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:lich_staff,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_staff,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:myrmex_staff_desert,minecraft:crafting_shaped,#c:bones/wither;iceandfire:myrmex_desert_chitin;iceandfire:myrmex_stinger,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_desert_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_hoe,iceandfire,player_tool_or_weapon,_hoe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_pickaxe,iceandfire,player_tool_or_weapon,_pickaxe,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_shovel,iceandfire,player_tool_or_weapon,_shovel,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_staff,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:myrmex_staff_jungle,minecraft:crafting_shaped,#c:bones/wither;iceandfire:myrmex_jungle_chitin;iceandfire:myrmex_stinger,mod_jar:iceandfire-neoforge-2.1.13-1.21.1-port.1.jar,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:myrmex_jungle_sword,iceandfire,player_tool_or_weapon,_sword,direct_equipment_registry_suffix,0,,,,,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:pixie_wand,iceandfire,powered_or_ranged_equipment,powered_or_ranged_equipment,powered_equipment_registry_name,1,iceandfire:pixie_wand,minecraft:crafting_shaped,allthecompressed:blaze_rod_block;iceandfire:pixie_wings;minecraft:diamond_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
iceandfire:silver_axe,iceandfire,player_tool_or_weapon,_axe,direct_equipment_registry_suffix,1,iceandfire:silver_axe,minecraft:crafting_shaped,bno:silver_block;quark:stick_block,kubejs_override:Infinite Domain,0,,,,,,,,,,,,,,,,,,,,,needs_static_or_in_game_confirmation,Do not infer missing stats from registry name or recipe
