"id","node_kind","namespace"
"immersiveengineering:slab_sheetmetal_electrum","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_gold","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_iron","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_lead","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_nickel","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_silver","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_steel","item+block","immersiveengineering"
"immersiveengineering:slab_sheetmetal_uranium","item+block","immersiveengineering"
"immersiveengineering:slab_slag_brick","item+block","immersiveengineering"
"immersiveengineering:slab_steel_scaffolding_grate_top","item+block","immersiveengineering"
"immersiveengineering:slab_steel_scaffolding_standard","item+block","immersiveengineering"
"immersiveengineering:slab_steel_scaffolding_wooden_top","item+block","immersiveengineering"
"immersiveengineering:slab_storage_aluminum","item+block","immersiveengineering"
"immersiveengineering:slab_storage_constantan","item+block","immersiveengineering"
"immersiveengineering:slab_storage_electrum","item+block","immersiveengineering"
"immersiveengineering:slab_storage_lead","item+block","immersiveengineering"
"immersiveengineering:slab_storage_nickel","item+block","immersiveengineering"
"immersiveengineering:slab_storage_silver","item+block","immersiveengineering"
"immersiveengineering:slab_storage_steel","item+block","immersiveengineering"
"immersiveengineering:slab_storage_uranium","item+block","immersiveengineering"
"immersiveengineering:slab_treated_wood_horizontal","item+block","immersiveengineering"
"immersiveengineering:slab_treated_wood_packaged","item+block","immersiveengineering"
"immersiveengineering:slab_treated_wood_vertical","item+block","immersiveengineering"
"immersiveengineering:slag","item","immersiveengineering"
"immersiveengineering:slag_brick","item+block","immersiveengineering"
"immersiveengineering:slag_glass","item+block","immersiveengineering"
"immersiveengineering:slag_gravel","item+block","immersiveengineering"
"immersiveengineering:sorter","item+block","immersiveengineering"
"immersiveengineering:speedloader","item","immersiveengineering"
"immersiveengineering:squeezer","item+block","immersiveengineering"
"immersiveengineering:stairs_alu_scaffolding_grate_top","item+block","immersiveengineering"
"immersiveengineering:stairs_alu_scaffolding_standard","item+block","immersiveengineering"
"immersiveengineering:stairs_alu_scaffolding_wooden_top","item+block","immersiveengineering"
"immersiveengineering:stairs_clinker_brick","item+block","immersiveengineering"
"immersiveengineering:stairs_concrete","item+block","immersiveengineering"
"immersiveengineering:stairs_concrete_brick","item+block","immersiveengineering"
"immersiveengineering:stairs_concrete_leaded","item+block","immersiveengineering"
"immersiveengineering:stairs_concrete_tile","item+block","immersiveengineering"
"immersiveengineering:stairs_hempcrete","item+block","immersiveengineering"
"immersiveengineering:stairs_hempcrete_brick","item+block","immersiveengineering"
"immersiveengineering:stairs_slag_brick","item+block","immersiveengineering"
"immersiveengineering:stairs_steel_scaffolding_grate_top","item+block","immersiveengineering"
"immersiveengineering:stairs_steel_scaffolding_standard","item+block","immersiveengineering"
"immersiveengineering:stairs_steel_scaffolding_wooden_top","item+block","immersiveengineering"
"immersiveengineering:stairs_treated_wood_horizontal","item+block","immersiveengineering"
"immersiveengineering:stairs_treated_wood_packaged","item+block","immersiveengineering"
"immersiveengineering:stairs_treated_wood_vertical","item+block","immersiveengineering"
"immersiveengineering:steel_catwalk","item+block","immersiveengineering"
"immersiveengineering:steel_catwalk_stairs","item+block","immersiveengineering"
"immersiveengineering:steel_door","item+block","immersiveengineering"
"immersiveengineering:steel_fence","item+block","immersiveengineering"
"immersiveengineering:steel_fence_gate","item+block","immersiveengineering"
"immersiveengineering:steel_hanging_sign","item+block","immersiveengineering"
"immersiveengineering:steel_post","item+block","immersiveengineering"
"immersiveengineering:steel_scaffolding_grate_top","item+block","immersiveengineering"
"immersiveengineering:steel_scaffolding_standard","item+block","immersiveengineering"
"immersiveengineering:steel_scaffolding_wooden_top","item+block","immersiveengineering"
"immersiveengineering:steel_sign","item+block","immersiveengineering"
"immersiveengineering:steel_slope","item+block","immersiveengineering"
"immersiveengineering:steel_trapdoor","item+block","immersiveengineering"
"immersiveengineering:steel_wall_hanging_sign","block","immersiveengineering"
"immersiveengineering:steel_wall_sign","block","immersiveengineering"
"immersiveengineering:steel_wallmount","item+block","immersiveengineering"
"immersiveengineering:steel_window","item+block","immersiveengineering"
"immersiveengineering:stick_aluminum","item","immersiveengineering"
"immersiveengineering:stick_iron","item","immersiveengineering"
"immersiveengineering:stick_netherite","item","immersiveengineering"
"immersiveengineering:stick_steel","item","immersiveengineering"
"immersiveengineering:stick_treated","item","immersiveengineering"
"immersiveengineering:storage_aluminum","item+block","immersiveengineering"
"immersiveengineering:storage_constantan","item+block","immersiveengineering"
"immersiveengineering:storage_electrum","item+block","immersiveengineering"
"immersiveengineering:storage_lead","item+block","immersiveengineering"
"immersiveengineering:storage_nickel","item+block","immersiveengineering"
"immersiveengineering:storage_silver","item+block","immersiveengineering"
"immersiveengineering:storage_steel","item+block","immersiveengineering"
"immersiveengineering:storage_uranium","item+block","immersiveengineering"
"immersiveengineering:strip_curtain","item+block","immersiveengineering"
"immersiveengineering:survey_tools","item","immersiveengineering"
"immersiveengineering:sword_steel","item","immersiveengineering"
"immersiveengineering:tank","item+block","immersiveengineering"
"immersiveengineering:tesla_coil","item+block","immersiveengineering"
"immersiveengineering:thermoelectric_generator","item+block","immersiveengineering"
"immersiveengineering:toolbox","item","immersiveengineering"
"immersiveengineering:toolbox_block","block","immersiveengineering"
"immersiveengineering:toolupgrade_buzzsaw_spareblades","item","immersiveengineering"
"immersiveengineering:toolupgrade_chemthrower_focus","item","immersiveengineering"
"immersiveengineering:toolupgrade_chemthrower_multitank","item","immersiveengineering"
"immersiveengineering:toolupgrade_drill_capacity","item","immersiveengineering"
"immersiveengineering:toolupgrade_drill_damage","item","immersiveengineering"
"immersiveengineering:toolupgrade_drill_fortune","item","immersiveengineering"
"immersiveengineering:toolupgrade_drill_lube","item","immersiveengineering"
"immersiveengineering:toolupgrade_drill_waterproof","item","immersiveengineering"
"immersiveengineering:toolupgrade_powerpack_antenna","item","immersiveengineering"
"immersiveengineering:toolupgrade_powerpack_induction","item","immersiveengineering"
"immersiveengineering:toolupgrade_powerpack_magnet","item","immersiveengineering"
"immersiveengineering:toolupgrade_powerpack_tesla","item","immersiveengineering"
"immersiveengineering:toolupgrade_railgun_capacitors","item","immersiveengineering"
"immersiveengineering:toolupgrade_railgun_scope","item","immersiveengineering"
"immersiveengineering:toolupgrade_revolver_bayonet","item","immersiveengineering"
"immersiveengineering:toolupgrade_revolver_electro","item","immersiveengineering"
"immersiveengineering:toolupgrade_revolver_magazine","item","immersiveengineering"
"immersiveengineering:toolupgrade_shield_flash","item","immersiveengineering"
"immersiveengineering:toolupgrade_shield_magnet","item","immersiveengineering"
"immersiveengineering:toolupgrade_shield_shock","item","immersiveengineering"
"immersiveengineering:toolupgrade_skyhook_insulation","item","immersiveengineering"
"immersiveengineering:toolupgrade_skyhook_mace","item","immersiveengineering"
"immersiveengineering:toolupgrade_skyhook_slope","item","immersiveengineering"
"immersiveengineering:transformer","item+block","immersiveengineering"
"immersiveengineering:transformer_hv","item+block","immersiveengineering"
"immersiveengineering:treated_catwalk","item+block","immersiveengineering"
"immersiveengineering:treated_catwalk_stairs","item+block","immersiveengineering"
"immersiveengineering:treated_door","item+block","immersiveengineering"
"immersiveengineering:treated_door_framed","item+block","immersiveengineering"
"immersiveengineering:treated_fence","item+block","immersiveengineering"
"immersiveengineering:treated_fence_gate","item+block","immersiveengineering"
"immersiveengineering:treated_post","item+block","immersiveengineering"
"immersiveengineering:treated_scaffold","item+block","immersiveengineering"
"immersiveengineering:treated_trapdoor","item+block","immersiveengineering"
"immersiveengineering:treated_trapdoor_framed","item+block","immersiveengineering"
"immersiveengineering:treated_wallmount","item+block","immersiveengineering"
"immersiveengineering:treated_window","item+block","immersiveengineering"
"immersiveengineering:treated_wood_hanging_sign","item+block","immersiveengineering"
"immersiveengineering:treated_wood_horizontal","item+block","immersiveengineering"
"immersiveengineering:treated_wood_packaged","item+block","immersiveengineering"
"immersiveengineering:treated_wood_sign","item+block","immersiveengineering"
"immersiveengineering:treated_wood_vertical","item+block","immersiveengineering"
"immersiveengineering:treated_wood_wall_hanging_sign","block","immersiveengineering"
"immersiveengineering:treated_wood_wall_sign","block","immersiveengineering"
"immersiveengineering:turntable","item+block","immersiveengineering"
"immersiveengineering:turret_chem","item+block","immersiveengineering"
"immersiveengineering:turret_gun","item+block","immersiveengineering"
"immersiveengineering:voltmeter","item","immersiveengineering"
"immersiveengineering:wall_clinker_brick","item+block","immersiveengineering"
"immersiveengineering:wall_concrete","item+block","immersiveengineering"
"immersiveengineering:wall_concrete_brick","item+block","immersiveengineering"
"immersiveengineering:wall_concrete_leaded","item+block","immersiveengineering"
"immersiveengineering:wall_concrete_tile","item+block","immersiveengineering"
"immersiveengineering:wall_hempcrete","item+block","immersiveengineering"
"immersiveengineering:wall_hempcrete_brick","item+block","immersiveengineering"
"immersiveengineering:wall_slag_brick","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_double_down","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_double_left","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_double_right","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_double_up","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_down","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_left","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_right","item+block","immersiveengineering"
"immersiveengineering:warning_sign_arrow_up","item+block","immersiveengineering"
"immersiveengineering:warning_sign_attention","item+block","immersiveengineering"
"immersiveengineering:warning_sign_cat","item+block","immersiveengineering"
"immersiveengineering:warning_sign_cold","item+block","immersiveengineering"
"immersiveengineering:warning_sign_creeper","item+block","immersiveengineering"
"immersiveengineering:warning_sign_ear_defenders","item+block","immersiveengineering"
"immersiveengineering:warning_sign_electric","item+block","immersiveengineering"
"immersiveengineering:warning_sign_falling","item+block","immersiveengineering"
"immersiveengineering:warning_sign_fire","item+block","immersiveengineering"
"immersiveengineering:warning_sign_hot","item+block","immersiveengineering"
"immersiveengineering:warning_sign_magnet","item+block","immersiveengineering"
"immersiveengineering:warning_sign_shrieker","item+block","immersiveengineering"
"immersiveengineering:warning_sign_sound","item+block","immersiveengineering"
"immersiveengineering:warning_sign_turret","item+block","immersiveengineering"
"immersiveengineering:warning_sign_villager","item+block","immersiveengineering"
"immersiveengineering:warning_sign_warden","item+block","immersiveengineering"
"immersiveengineering:watermill","item+block","immersiveengineering"
"immersiveengineering:waterwheel_segment","item","immersiveengineering"
"immersiveengineering:windmill","item+block","immersiveengineering"
"immersiveengineering:windmill_blade","item","immersiveengineering"
"immersiveengineering:windmill_sail","item","immersiveengineering"
"immersiveengineering:wire_aluminum","item","immersiveengineering"
"immersiveengineering:wire_copper","item","immersiveengineering"
"immersiveengineering:wire_electrum","item","immersiveengineering"
"immersiveengineering:wire_lead","item","immersiveengineering"
"immersiveengineering:wire_steel","item","immersiveengineering"
"immersiveengineering:wirecoil_copper","item","immersiveengineering"
"immersiveengineering:wirecoil_copper_ins","item","immersiveengineering"
"immersiveengineering:wirecoil_electrum","item","immersiveengineering"
"immersiveengineering:wirecoil_electrum_ins","item","immersiveengineering"
"immersiveengineering:wirecoil_redstone","item","immersiveengineering"
"immersiveengineering:wirecoil_steel","item","immersiveengineering"
"immersiveengineering:wirecoil_structure_rope","item","immersiveengineering"
"immersiveengineering:wirecoil_structure_steel","item","immersiveengineering"
"immersiveengineering:wirecutter","item","immersiveengineering"
"immersiveengineering:wooden_barrel","item+block","immersiveengineering"
"immersiveengineering:wooden_grip","item","immersiveengineering"
"immersiveengineering:workbench","item+block","immersiveengineering"
"infernalexp:crimson_nylium_path","external_resource","infernalexp"
"infernalexp:glowlight_torch","external_resource","infernalexp"
"infernalexp:soul_soil_path","external_resource","infernalexp"
"infernalexp:warped_nylium_path","external_resource","infernalexp"
"infinite_domain_cyberware:arrhythmic_aux_pump","item","infinite_domain_cyberware"
"infinite_domain_cyberware:arrhythmic_pump_core","item","infinite_domain_cyberware"
"infinite_domain_cyberware:bent_leftleg_actuator","item","infinite_domain_cyberware"
"infinite_domain_cyberware:bent_leftleg_pair","item","infinite_domain_cyberware"
"infinite_domain_cyberware:bent_rightleg_actuator","item","infinite_domain_cyberware"
"infinite_domain_cyberware:bent_rightleg_pair","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_ablative_skin","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_aortic_turbine","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_cortex_mesh","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_gravitic_lacing","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_horizon_lens","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_hyperlung","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_leftarm_mantis_drive","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_leftleg_vector_drive","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_metabolic_forge","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_reflex_myomer","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_rightarm_mantis_drive","item","infinite_domain_cyberware"
"infinite_domain_cyberware:calibrated_rightleg_vector_drive","item","infinite_domain_cyberware"
"infinite_domain_cyberware:cracked_optic_array","item","infinite_domain_cyberware"
"infinite_domain_cyberware:cracked_optic_rig","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_entropy_gut","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_ghost_coprocessor","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_leftarm_arc_limb","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_leftleg_blink_stride","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_nullweave","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_omnivision_array","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_phylactery_pump","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_rightarm_arc_limb","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_rightleg_blink_stride","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_sandevistan_mesh","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_singularity_skeleton","item","infinite_domain_cyberware"
"infinite_domain_cyberware:darknet_void_breather","item","infinite_domain_cyberware"
"infinite_domain_cyberware:datavore_control_core","item","infinite_domain_cyberware"
"infinite_domain_cyberware:delaminated_dermis","item","infinite_domain_cyberware"
"infinite_domain_cyberware:fouled_metabolic_mesh","item","infinite_domain_cyberware"
"infinite_domain_cyberware:fouled_nutrient_reclaimer","item","infinite_domain_cyberware"
"infinite_domain_cyberware:fragmented_coprocessor","item","infinite_domain_cyberware"
"infinite_domain_cyberware:frayed_myomer_bundle","item","infinite_domain_cyberware"
"infinite_domain_cyberware:frayed_neural_bus","item","infinite_domain_cyberware"
"infinite_domain_cyberware:ghost_circuit_lattice","item","infinite_domain_cyberware"
"infinite_domain_cyberware:leaky_oxygen_baffle","item","infinite_domain_cyberware"
"infinite_domain_cyberware:patchwork_dermal_mesh","item","infinite_domain_cyberware"
"infinite_domain_cyberware:punctured_air_cell","item","infinite_domain_cyberware"
"infinite_domain_cyberware:quantum_synapse_matrix","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_capacitor_frame","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_chem_filter","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_gill_exchanger","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_leftarm_tooling","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_leftleg_tendon","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_platelet_engine","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_reactive_dermis","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_reflex_cache","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_rightarm_tooling","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_rightleg_tendon","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_spectrum_array","item","infinite_domain_cyberware"
"infinite_domain_cyberware:reclaimed_torque_fiber","item","infinite_domain_cyberware"
"infinite_domain_cyberware:seized_leftarm_cluster","item","infinite_domain_cyberware"
"infinite_domain_cyberware:seized_leftarm_servo","item","infinite_domain_cyberware"
"infinite_domain_cyberware:seized_rightarm_cluster","item","infinite_domain_cyberware"
"infinite_domain_cyberware:seized_rightarm_servo","item","infinite_domain_cyberware"
"infinite_domain_cyberware:torn_myomer_bundle","item","infinite_domain_cyberware"
"infinite_domain_cyberware:void_shield_mesh","item","infinite_domain_cyberware"
"infinite_domain_cyberware:warped_frame_strut","item","infinite_domain_cyberware"
"infinite_domain_cyberware:warped_lattice_splint","item","infinite_domain_cyberware"
"infinite_domain_space:emergency_boots","external_resource","infinite_domain_space"
"infinite_domain_space:emergency_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:emergency_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:emergency_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:extended_boots","external_resource","infinite_domain_space"
"infinite_domain_space:extended_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:extended_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:extended_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:heavy_boots","external_resource","infinite_domain_space"
"infinite_domain_space:heavy_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:heavy_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:heavy_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:lunar_prospector_boots","external_resource","infinite_domain_space"
"infinite_domain_space:lunar_prospector_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:lunar_prospector_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:lunar_prospector_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:martian_boots","external_resource","infinite_domain_space"
"infinite_domain_space:martian_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:martian_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:martian_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:mobility_boots","external_resource","infinite_domain_space"
"infinite_domain_space:mobility_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:mobility_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:mobility_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:radiation_boots","external_resource","infinite_domain_space"
"infinite_domain_space:radiation_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:radiation_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:radiation_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:surveyor_boots","external_resource","infinite_domain_space"
"infinite_domain_space:surveyor_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:surveyor_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:surveyor_leggings","external_resource","infinite_domain_space"
"infinite_domain_space:venusian_boots","external_resource","infinite_domain_space"
"infinite_domain_space:venusian_chestplate","external_resource","infinite_domain_space"
"infinite_domain_space:venusian_helmet","external_resource","infinite_domain_space"
"infinite_domain_space:venusian_leggings","external_resource","infinite_domain_space"
"iron_nugget","external_resource",""
"irons_spellbooks:mithril_scrap","external_resource","irons_spellbooks"
"irons_spellbooks:raw_mithril","external_resource","irons_spellbooks"
"jaffabricate:bare_jaffa_cake","item","jaffabricate"
"jaffabricate:cake_block","item+block","jaffabricate"
"jaffabricate:chocolate_block","item+block","jaffabricate"
"jaffabricate:giant_jaffa_base","item","jaffabricate"
"jaffabricate:giant_jaffa_cake","item+block","jaffabricate"
"jaffabricate:incomplete_giant_jaffa_cake","item","jaffabricate"
"jaffabricate:incomplete_paperboard","item","jaffabricate"
"jaffabricate:jaffa_base","item","jaffabricate"
"jaffabricate:jaffa_box","item","jaffabricate"
"jaffabricate:jaffa_box_empty","item","jaffabricate"
"jaffabricate:jaffa_box_half","item","jaffabricate"
"jaffabricate:jaffa_cake","item","jaffabricate"
"jaffabricate:jaffa_cake_block","item+block","jaffabricate"
"jaffabricate:jaffa_pallet","item+block","jaffabricate"
"jaffabricate:orange","item","jaffabricate"
"jaffabricate:orange_jelly","item","jaffabricate"
"jaffabricate:orange_jelly_block","item+block","jaffabricate"
"jaffabricate:orange_jelly_slime_spawn_egg","item","jaffabricate"
"jaffabricate:orange_juice","block","jaffabricate"
"jaffabricate:orange_juice_bottle","item","jaffabricate"
"jaffabricate:orange_juice_bucket","item","jaffabricate"
"jaffabricate:orange_leaves","item+block","jaffabricate"
"jaffabricate:orange_leaves_alt","item+block","jaffabricate"
"jaffabricate:orange_leaves_one","block","jaffabricate"
"jaffabricate:orange_leaves_one_alt","block","jaffabricate"
"jaffabricate:orange_leaves_three","block","jaffabricate"
"jaffabricate:orange_leaves_three_alt","block","jaffabricate"
"jaffabricate:orange_leaves_two","block","jaffabricate"
"jaffabricate:orange_leaves_two_alt","block","jaffabricate"
"jaffabricate:orange_sapling","item+block","jaffabricate"
"jaffabricate:pallet_empty","item+block","jaffabricate"
"jaffabricate:pallet_full","item+block","jaffabricate"
"jaffabricate:pallet_half","item+block","jaffabricate"
"jaffabricate:paperboard","item","jaffabricate"
"jaffabricate:potted_orange_sapling","block","jaffabricate"
"kubejs:aerospace_aluminum_sheet","external_resource","kubejs"
"kubejs:aerospace_composite","external_resource","kubejs"
"kubejs:aerospace_pressure_vessel","external_resource","kubejs"
"kubejs:aerospace_pump","external_resource","kubejs"
"kubejs:atomic_foundation_core","item","kubejs"
"kubejs:automation_foundation_core","item","kubejs"
"kubejs:avionics_bay","external_resource","kubejs"
"kubejs:avionics_controller","external_resource","kubejs"
"kubejs:black_ice_kernel","item","kubejs"
"kubejs:black_ledger_writ","external_resource","kubejs"
"kubejs:calamity_biomass_sample","item","kubejs"
"kubejs:chemical_foundation_core","item","kubejs"
"kubejs:closed_loop_life_support","external_resource","kubejs"
"kubejs:combustion_chamber","external_resource","kubejs"
"kubejs:cryogenic_valve","external_resource","kubejs"
"kubejs:darknet_blackroot_shrub","external_resource","kubejs"
"kubejs:darknet_cipher_bloom","external_resource","kubejs"
"kubejs:darknet_data_cache","item","kubejs"
"kubejs:darknet_packet_fern","external_resource","kubejs"
"kubejs:darknet_session_injector_tier_1","item","kubejs"
"kubejs:darknet_session_injector_tier_2","item","kubejs"
"kubejs:darknet_session_injector_tier_3","item","kubejs"
"kubejs:darknet_session_injector_tier_4","item","kubejs"
"kubejs:darknet_session_injector_tier_5","item","kubejs"
"kubejs:darknet_session_injector_tier_6","item","kubejs"
"kubejs:darknet_session_injector_tier_7","item","kubejs"
"kubejs:darknet_session_injector_tier_8","item","kubejs"
"kubejs:darknet_signal_grass","external_resource","kubejs"
"kubejs:darknet_temporal_core","item","kubejs"
"kubejs:desh_titanium_laminate","external_resource","kubejs"
"kubejs:electrical_foundation_core","item","kubejs"
"kubejs:electrolysis_membrane","external_resource","kubejs"
"kubejs:encrypted_credential_bundle","item","kubejs"
"kubejs:engine_nozzle","external_resource","kubejs"
"kubejs:era0_mastery_emblem","item","kubejs"
"kubejs:era0_priority_cache","item","kubejs"
"kubejs:era1_exploration_contribution","item","kubejs"
"kubejs:era1_farming_contribution","item","kubejs"
"kubejs:era1_mastery_emblem","item","kubejs"
"kubejs:era1_mining_contribution","item","kubejs"
"kubejs:era1_priority_cache","item","kubejs"
"kubejs:era1_supply_bag","item","kubejs"
"kubejs:era2_exploration_contribution","item","kubejs"
"kubejs:era2_farming_contribution","item","kubejs"
"kubejs:era2_mastery_emblem","item","kubejs"
"kubejs:era2_mining_contribution","item","kubejs"
"kubejs:era2_priority_cache","item","kubejs"
"kubejs:era2_supply_bag","item","kubejs"
"kubejs:era3_exploration_contribution","item","kubejs"
"kubejs:era3_farming_contribution","item","kubejs"
"kubejs:era3_mastery_emblem","item","kubejs"
"kubejs:era3_mining_contribution","item","kubejs"
"kubejs:era3_priority_cache","item","kubejs"
"kubejs:era3_supply_bag","item","kubejs"
"kubejs:era4_exploration_contribution","item","kubejs"
"kubejs:era4_farming_contribution","item","kubejs"
"kubejs:era4_mastery_emblem","item","kubejs"
"kubejs:era4_mining_contribution","item","kubejs"
"kubejs:era4_priority_cache","item","kubejs"
"kubejs:era4_supply_bag","item","kubejs"
"kubejs:era5_exploration_contribution","item","kubejs"
"kubejs:era5_farming_contribution","item","kubejs"
"kubejs:era5_mastery_emblem","item","kubejs"
"kubejs:era5_mining_contribution","item","kubejs"
"kubejs:era5_priority_cache","item","kubejs"
"kubejs:era5_supply_bag","item","kubejs"
"kubejs:era6_exploration_contribution","item","kubejs"
"kubejs:era6_farming_contribution","item","kubejs"
"kubejs:era6_mastery_emblem","item","kubejs"
"kubejs:era6_mining_contribution","item","kubejs"
"kubejs:era6_priority_cache","item","kubejs"
"kubejs:era6_supply_bag","item","kubejs"
"kubejs:era7_exploration_contribution","item","kubejs"
"kubejs:era7_farming_contribution","item","kubejs"
"kubejs:era7_mastery_emblem","item","kubejs"
"kubejs:era7_mining_contribution","item","kubejs"
"kubejs:era7_priority_cache","item","kubejs"
"kubejs:era7_supply_bag","item","kubejs"
"kubejs:era8_exploration_contribution","item","kubejs"
"kubejs:era8_farming_contribution","item","kubejs"
"kubejs:era8_mastery_emblem","item","kubejs"
"kubejs:era8_mining_contribution","item","kubejs"
"kubejs:era8_priority_cache","item","kubejs"
"kubejs:era8_supply_bag","item","kubejs"
"kubejs:evolved_mutagen_sample","item","kubejs"
"kubejs:extreme_environment_composite","external_resource","kubejs"
"kubejs:flight_control_computer","external_resource","kubejs"
"kubejs:fuselage_section","external_resource","kubejs"
"kubejs:ghost_market_cipher","external_resource","kubejs"
"kubejs:gimbal_actuator","external_resource","kubejs"
"kubejs:green_fuel_pellet","external_resource","kubejs"
"kubejs:habitation_contribution","item","kubejs"
"kubejs:high_pressure_valve","external_resource","kubejs"
"kubejs:hive_mind_cerebral_sample","item","kubejs"
"kubejs:hydrogen_engine_assembly","external_resource","kubejs"
"kubejs:hyper_evolved_core_sample","item","kubejs"
"kubejs:ignition_controller","external_resource","kubejs"
"kubejs:incomplete_industrial_engineering_core","item","kubejs"
"kubejs:industrial_engineering_core","item","kubejs"
"kubejs:industrial_foundation_core","item","kubejs"
"kubejs:infected_tissue_sample","item","kubejs"
"kubejs:infinite_domain_core","item","kubejs"
"kubejs:landing_gear_assembly","external_resource","kubejs"
"kubejs:life_support_controller","external_resource","kubejs"
"kubejs:life_support_module","external_resource","kubejs"
"kubejs:martian_catalyst","external_resource","kubejs"
"kubejs:mason_contribution","item","kubejs"
"kubejs:mechanical_foundation_core","item","kubejs"
"kubejs:navigation_unit","external_resource","kubejs"
"kubejs:orbital_foundation_core","item","kubejs"
"kubejs:organoid_neural_sample","item","kubejs"
"kubejs:oxygen_cylinder","external_resource","kubejs"
"kubejs:oxygen_manifold","external_resource","kubejs"
"kubejs:oxygen_regulator","external_resource","kubejs"
"kubejs:paper_bundle","item","kubejs"
"kubejs:petroleum_engine_assembly","external_resource","kubejs"
"kubejs:power_distribution_unit","external_resource","kubejs"
"kubejs:precision_valve","external_resource","kubejs"
"kubejs:pressure_bulkhead","external_resource","kubejs"
"kubejs:propellant_tank_section","external_resource","kubejs"
"kubejs:radiation_laminate","external_resource","kubejs"
"kubejs:reinforced_frame","external_resource","kubejs"
"kubejs:reinforced_pressure_vessel","external_resource","kubejs"
"kubejs:root_authority_key","item","kubejs"
"kubejs:scavenger_contribution","item","kubejs"
"kubejs:scraped_access_token","item","kubejs"
