chapter,quest_id,title,task_types,checkmark
"domain_compendium.snbt","7C0DE10000000058","Quark 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000059","Quark 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005A","Quark 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005B","Quark 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005C","Quark 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005D","Quark 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005E","Quark 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000005F","Quark 13","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000060","Quark 14","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000061","Quark 15","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000062","Quark 16","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000063","Quark 17","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000064","Quark 18","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000065","Quark 19","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000066","Create 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000067","Create 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000068","Create 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000069","Create 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006A","Create 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006B","Create 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006C","Create 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006D","Create 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006E","Create 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000006F","Create 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000070","Create 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000071","Create 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000072","Create 13","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000073","Create 14","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000074","Create 15","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000075","Create 16","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000076","Create 17","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000077","Create: The Factory Must Grow 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000078","Create: The Factory Must Grow 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000079","Create: The Factory Must Grow 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007A","Create: The Factory Must Grow 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007B","Create: The Factory Must Grow 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007C","Create: The Factory Must Grow 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007D","Create: The Factory Must Grow 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007E","Create: The Factory Must Grow 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000007F","Create: The Factory Must Grow 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000080","Create: The Factory Must Grow 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000081","Create: The Factory Must Grow 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000082","Create: The Factory Must Grow 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000083","Create: The Factory Must Grow 13","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000084","Create: The Factory Must Grow 14","item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000085","Immersive Engineering 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000086","Immersive Engineering 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000087","Immersive Engineering 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000088","Immersive Engineering 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000089","Immersive Engineering 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008A","Immersive Engineering 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008B","Immersive Engineering 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008C","Immersive Engineering 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008D","Immersive Engineering 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008E","Immersive Engineering 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000008F","Immersive Engineering 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000090","Immersive Engineering 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000091","Ice and Fire: Dragons Port 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000092","Ice and Fire: Dragons Port 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000093","Ice and Fire: Dragons Port 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000094","Ice and Fire: Dragons Port 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000095","Ice and Fire: Dragons Port 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000096","Ice and Fire: Dragons Port 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000097","Ice and Fire: Dragons Port 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000098","Ice and Fire: Dragons Port 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000099","Ice and Fire: Dragons Port 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009A","Ice and Fire: Dragons Port 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009B","Ice and Fire: Dragons Port 11","item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009C","Applied Energistics 2 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009D","Applied Energistics 2 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009E","Applied Energistics 2 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000009F","Applied Energistics 2 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A0","Applied Energistics 2 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A1","Applied Energistics 2 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A2","Applied Energistics 2 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A3","Applied Energistics 2 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A4","Applied Energistics 2 9","item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A5","Cybernetics 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A6","Cybernetics 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A7","Cybernetics 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A8","Cybernetics 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000A9","Cybernetics 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AA","Cybernetics 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AB","Cybernetics 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AC","Stellaris 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AD","Stellaris 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AE","Stellaris 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000AF","Stellaris 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B0","Stellaris 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B1","Stellaris 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B2","Stellaris 7","item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B3","Oritech 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B4","Oritech 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B5","Oritech 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B6","Oritech 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B7","Oritech 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B8","Oritech 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000B9","Supplementaries 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BA","Supplementaries 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BB","Supplementaries 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BC","Supplementaries 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BD","Supplementaries 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BE","ZV-Houses 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000BF","ZV-Houses 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C0","ZV-Houses 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C1","ZV-Houses 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C2","ZV-Houses 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C3","Farmer's Delight 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C4","Farmer's Delight 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C5","Farmer's Delight 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C6","Farmer's Delight 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C7","Farmer's Delight 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C8","Fungal Infection: Spore 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000C9","Fungal Infection: Spore 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CA","Fungal Infection: Spore 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CB","Fungal Infection: Spore 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CC","Fungal Infection: Spore 5","item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CD","AE2 Lightning Tech 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CE","AE2 Lightning Tech 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000CF","AE2 Lightning Tech 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000D0","AE2 Lightning Tech 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000D1","AE2 Lightning Tech 5","item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000D2","Create Big Cannons 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000D3","Create Big Cannons 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE100000000D4","Create Big Cannons 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
