recipe_id,recipe_namespace,recipe_path,recipe_type,enabled,winning_source_kind,winning_source,winning_source_path,definition_count,overridden,input_ids,output_ids,input_ref_count,output_ref_count,normalization_status,input_namespaces,output_namespaces,foreign_input_namespaces,cross_mod_candidate,scaling_class,iron_tier,scaling_replacement_count,scaling_replacements,recommended_override_path
create:milling/compat/regions_unexplored/hibiscus,create,milling/compat/regions_unexplored/hibiscus,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/hibiscus.json,1,False,regions_unexplored:hibiscus,minecraft:red_dye; minecraft:yellow_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/hibiscus.json
create:milling/compat/regions_unexplored/hyssop,create,milling/compat/regions_unexplored/hyssop,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/hyssop.json,1,False,regions_unexplored:hyssop,minecraft:green_dye; minecraft:magenta_dye; minecraft:purple_dye,1,4,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/hyssop.json
create:milling/compat/regions_unexplored/light_blue_snowbelle,create,milling/compat/regions_unexplored/light_blue_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/light_blue_snowbelle.json,1,False,regions_unexplored:light_blue_snowbelle,minecraft:light_blue_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/light_blue_snowbelle.json
create:milling/compat/regions_unexplored/light_gray_snowbelle,create,milling/compat/regions_unexplored/light_gray_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/light_gray_snowbelle.json,1,False,regions_unexplored:light_gray_snowbelle,minecraft:light_gray_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/light_gray_snowbelle.json
create:milling/compat/regions_unexplored/lime_snowbelle,create,milling/compat/regions_unexplored/lime_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/lime_snowbelle.json,1,False,regions_unexplored:lime_snowbelle,minecraft:lime_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/lime_snowbelle.json
create:milling/compat/regions_unexplored/magenta_snowbelle,create,milling/compat/regions_unexplored/magenta_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/magenta_snowbelle.json,1,False,regions_unexplored:magenta_snowbelle,minecraft:magenta_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/magenta_snowbelle.json
create:milling/compat/regions_unexplored/mallow,create,milling/compat/regions_unexplored/mallow,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/mallow.json,1,False,regions_unexplored:mallow,minecraft:lime_dye; minecraft:orange_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/mallow.json
create:milling/compat/regions_unexplored/orange_coneflower,create,milling/compat/regions_unexplored/orange_coneflower,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/orange_coneflower.json,1,False,regions_unexplored:orange_coneflower,minecraft:orange_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/orange_coneflower.json
create:milling/compat/regions_unexplored/orange_snowbelle,create,milling/compat/regions_unexplored/orange_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/orange_snowbelle.json,1,False,regions_unexplored:orange_snowbelle,minecraft:orange_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/orange_snowbelle.json
create:milling/compat/regions_unexplored/pink_lupine,create,milling/compat/regions_unexplored/pink_lupine,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/pink_lupine.json,1,False,regions_unexplored:pink_lupine,minecraft:pink_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/pink_lupine.json
create:milling/compat/regions_unexplored/pink_snowbelle,create,milling/compat/regions_unexplored/pink_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/pink_snowbelle.json,1,False,regions_unexplored:pink_snowbelle,minecraft:pink_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/pink_snowbelle.json
create:milling/compat/regions_unexplored/poppy_bush,create,milling/compat/regions_unexplored/poppy_bush,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/poppy_bush.json,1,False,regions_unexplored:poppy_bush,minecraft:green_dye; minecraft:red_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/poppy_bush.json
create:milling/compat/regions_unexplored/purple_coneflower,create,milling/compat/regions_unexplored/purple_coneflower,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/purple_coneflower.json,1,False,regions_unexplored:purple_coneflower,minecraft:purple_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/purple_coneflower.json
create:milling/compat/regions_unexplored/purple_lupine,create,milling/compat/regions_unexplored/purple_lupine,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/purple_lupine.json,1,False,regions_unexplored:purple_lupine,minecraft:purple_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/purple_lupine.json
create:milling/compat/regions_unexplored/purple_snowbelle,create,milling/compat/regions_unexplored/purple_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/purple_snowbelle.json,1,False,regions_unexplored:purple_snowbelle,minecraft:purple_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/purple_snowbelle.json
create:milling/compat/regions_unexplored/red_lupine,create,milling/compat/regions_unexplored/red_lupine,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/red_lupine.json,1,False,regions_unexplored:red_lupine,minecraft:red_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/red_lupine.json
create:milling/compat/regions_unexplored/red_snowbelle,create,milling/compat/regions_unexplored/red_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/red_snowbelle.json,1,False,regions_unexplored:red_snowbelle,minecraft:red_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/red_snowbelle.json
create:milling/compat/regions_unexplored/salmon_poppy_bush,create,milling/compat/regions_unexplored/salmon_poppy_bush,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/salmon_poppy_bush.json,1,False,regions_unexplored:salmon_poppy_bush,minecraft:green_dye; minecraft:pink_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/salmon_poppy_bush.json
create:milling/compat/regions_unexplored/tassel,create,milling/compat/regions_unexplored/tassel,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/tassel.json,1,False,regions_unexplored:tassel,minecraft:light_gray_dye; minecraft:white_dye; minecraft:yellow_dye,1,4,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/tassel.json
create:milling/compat/regions_unexplored/tsubaki,create,milling/compat/regions_unexplored/tsubaki,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/tsubaki.json,1,False,regions_unexplored:tsubaki,minecraft:green_dye; minecraft:red_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/tsubaki.json
create:milling/compat/regions_unexplored/waratah,create,milling/compat/regions_unexplored/waratah,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/waratah.json,1,False,regions_unexplored:waratah,minecraft:green_dye; minecraft:red_dye,1,4,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/waratah.json
create:milling/compat/regions_unexplored/white_snowbelle,create,milling/compat/regions_unexplored/white_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/white_snowbelle.json,1,False,regions_unexplored:white_snowbelle,minecraft:white_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/white_snowbelle.json
create:milling/compat/regions_unexplored/white_trillium,create,milling/compat/regions_unexplored/white_trillium,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/white_trillium.json,1,False,regions_unexplored:white_trillium,minecraft:light_gray_dye; minecraft:white_dye; minecraft:yellow_dye,1,4,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/white_trillium.json
create:milling/compat/regions_unexplored/wilting_trillium,create,milling/compat/regions_unexplored/wilting_trillium,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/wilting_trillium.json,1,False,regions_unexplored:wilting_trillium,minecraft:brown_dye; minecraft:light_gray_dye,1,3,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/wilting_trillium.json
create:milling/compat/regions_unexplored/yellow_lupine,create,milling/compat/regions_unexplored/yellow_lupine,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/yellow_lupine.json,1,False,regions_unexplored:yellow_lupine,minecraft:yellow_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/yellow_lupine.json
create:milling/compat/regions_unexplored/yellow_snowbelle,create,milling/compat/regions_unexplored/yellow_snowbelle,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/regions_unexplored/yellow_snowbelle.json,1,False,regions_unexplored:yellow_snowbelle,minecraft:yellow_dye,1,2,complete,regions_unexplored,minecraft,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/regions_unexplored/yellow_snowbelle.json
create:milling/compat/supplementaries/flax,create,milling/compat/supplementaries/flax,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/supplementaries/flax.json,1,False,supplementaries:flax,minecraft:string; supplementaries:flax_seeds,1,4,complete,supplementaries,minecraft;supplementaries,supplementaries,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/supplementaries/flax.json
create:milling/compat/tconstruct/nercotic_bone,create,milling/compat/tconstruct/nercotic_bone,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/tconstruct/nercotic_bone.json,1,False,tconstruct:necrotic_bone,minecraft:black_dye; minecraft:bone_meal,1,7,complete,tconstruct,minecraft,tconstruct,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/tconstruct/nercotic_bone.json
create:milling/compat/upgrade_aquatic/flowering_rush,create,milling/compat/upgrade_aquatic/flowering_rush,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/upgrade_aquatic/flowering_rush.json,1,False,upgrade_aquatic:flowering_rush,minecraft:pink_dye,1,5,complete,upgrade_aquatic,minecraft,upgrade_aquatic,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/upgrade_aquatic/flowering_rush.json
create:milling/compat/upgrade_aquatic/pink_searocket,create,milling/compat/upgrade_aquatic/pink_searocket,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/upgrade_aquatic/pink_searocket.json,1,False,upgrade_aquatic:pink_searocket,minecraft:green_dye; minecraft:pink_dye,1,3,complete,upgrade_aquatic,minecraft,upgrade_aquatic,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/upgrade_aquatic/pink_searocket.json
create:milling/compat/upgrade_aquatic/white_searocket,create,milling/compat/upgrade_aquatic/white_searocket,create:milling,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/milling/compat/upgrade_aquatic/white_searocket.json,1,False,upgrade_aquatic:white_searocket,minecraft:green_dye; minecraft:white_dye,1,3,complete,upgrade_aquatic,minecraft,upgrade_aquatic,True,unscaled,,0,,kubejs/data/create/recipe/milling/compat/upgrade_aquatic/white_searocket.json
create:milling/crushed_raw_copper,create,milling/crushed_raw_copper,create:milling,True,mod_jar,createmetallurgy-1.0.3-1.21.1.jar,data/create/recipe/milling/crushed_raw_copper.json,1,False,create:crushed_raw_copper,createmetallurgy:dirty_copper_dust,1,2,complete,create,createmetallurgy,,True,unscaled,,0,,kubejs/data/create/recipe/milling/crushed_raw_copper.json
create:milling/crushed_raw_gold,create,milling/crushed_raw_gold,create:milling,True,mod_jar,createmetallurgy-1.0.3-1.21.1.jar,data/create/recipe/milling/crushed_raw_gold.json,1,False,create:crushed_raw_gold,createmetallurgy:dirty_gold_dust,1,2,complete,create,createmetallurgy,,True,unscaled,,0,,kubejs/data/create/recipe/milling/crushed_raw_gold.json
create:milling/crushed_raw_iron,create,milling/crushed_raw_iron,create:milling,True,mod_jar,createmetallurgy-1.0.3-1.21.1.jar,data/create/recipe/milling/crushed_raw_iron.json,1,False,create:crushed_raw_iron,createmetallurgy:dirty_iron_dust,1,2,complete,create,createmetallurgy,,True,unscaled,,0,,kubejs/data/create/recipe/milling/crushed_raw_iron.json
create:milling/crushed_raw_tungsten,create,milling/crushed_raw_tungsten,create:milling,True,mod_jar,createmetallurgy-1.0.3-1.21.1.jar,data/create/recipe/milling/crushed_raw_tungsten.json,1,False,createmetallurgy:crushed_raw_tungsten,createmetallurgy:dirty_tungsten_dust,1,2,complete,createmetallurgy,createmetallurgy,createmetallurgy,True,unscaled,,0,,kubejs/data/create/recipe/milling/crushed_raw_tungsten.json
create:milling/crushed_raw_zinc,create,milling/crushed_raw_zinc,create:milling,True,mod_jar,createmetallurgy-1.0.3-1.21.1.jar,data/create/recipe/milling/crushed_raw_zinc.json,1,False,create:crushed_raw_zinc,createmetallurgy:dirty_zinc_dust,1,2,complete,create,createmetallurgy,,True,unscaled,,0,,kubejs/data/create/recipe/milling/crushed_raw_zinc.json
create:milling/limestone,create,milling/limestone,create:milling,True,mod_jar,create_aquatic_ambitions-1.21.1-2.0.4.jar,data/create/recipe/milling/limestone.json,1,False,create:limestone,create_aquatic_ambitions:calcium_rich_powder; create_aquatic_ambitions:suspicious_rock,1,3,complete,create,create_aquatic_ambitions,,True,unscaled,,0,,kubejs/data/create/recipe/milling/limestone.json
create:mixing/compat/ae2/fluix_crystal,create,mixing/compat/ae2/fluix_crystal,create:mixing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/mixing/compat/ae2/fluix_crystal.json,1,False,#c:dusts/redstone; #c:gems/quartz; ae2:charged_certus_quartz_crystal; minecraft:water,ae2:fluix_crystal,253,2,complete,ae2;c;minecraft,ae2,ae2,True,unscaled,,0,,kubejs/data/create/recipe/mixing/compat/ae2/fluix_crystal.json
create:mixing/compat/regions_unexplored/peat_mud,create,mixing/compat/regions_unexplored/peat_mud,create:mixing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/mixing/compat/regions_unexplored/peat_mud.json,1,False,minecraft:water; regions_unexplored:peat_dirt,regions_unexplored:peat_mud,251,1,complete,minecraft;regions_unexplored,regions_unexplored,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/mixing/compat/regions_unexplored/peat_mud.json
create:mixing/compat/regions_unexplored/silt_mud,create,mixing/compat/regions_unexplored/silt_mud,create:mixing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/mixing/compat/regions_unexplored/silt_mud.json,1,False,minecraft:water; regions_unexplored:silt_dirt,regions_unexplored:silt_mud,251,1,complete,minecraft;regions_unexplored,regions_unexplored,regions_unexplored,True,unscaled,,0,,kubejs/data/create/recipe/mixing/compat/regions_unexplored/silt_mud.json
create:mixing/compound,create,mixing/compound,create:mixing,True,mod_jar,spore_1.21.1_2.2.0j_neo.jar,data/create/recipe/mixing/compound.json,1,False,minecraft:sugar; spore:amethyst_dust,spore:compound,2,1,complete,minecraft;spore,spore,spore,True,unscaled,,0,,kubejs/data/create/recipe/mixing/compound.json
create:oak_window,create,oak_window,minecraft:crafting_shaped,True,kubejs_override,Infinite Domain,kubejs/data/create/recipe/oak_window.json,2,True,#c:glass_blocks/colorless; allthecompressed:oak_planks_1x,create:oak_window,4,2,complete,allthecompressed;c,create,allthecompressed,True,crafting_material_scaling,advanced,1,minecraft:oak_planks -> allthecompressed:oak_planks_1x,kubejs/data/create/recipe/oak_window.json
create:pressing/aether_dirt_path,create,pressing/aether_dirt_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/aether_dirt_path.json,1,False,aether:aether_dirt,aether:aether_dirt_path,1,1,complete,aether,aether,aether,True,unscaled,,0,,kubejs/data/create/recipe/pressing/aether_dirt_path.json
create:pressing/aether_dirt_path_from_grass,create,pressing/aether_dirt_path_from_grass,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/aether_dirt_path_from_grass.json,1,False,aether:aether_grass_block,aether:aether_dirt_path,1,1,complete,aether,aether,aether,True,unscaled,,0,,kubejs/data/create/recipe/pressing/aether_dirt_path_from_grass.json
create:pressing/compat/atmospheric/crustose_path,create,pressing/compat/atmospheric/crustose_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/atmospheric/crustose_path.json,1,False,atmospheric:crustose,atmospheric:crustose_path,1,1,complete,atmospheric,atmospheric,atmospheric,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/atmospheric/crustose_path.json
create:pressing/compat/betterendforge/amber_moss_path,create,pressing/compat/betterendforge/amber_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/amber_moss_path.json,1,False,betterendforge:amber_moss,betterendforge:amber_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/amber_moss_path.json
create:pressing/compat/betterendforge/cave_moss_path,create,pressing/compat/betterendforge/cave_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/cave_moss_path.json,1,False,betterendforge:cave_moss,betterendforge:cave_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/cave_moss_path.json
create:pressing/compat/betterendforge/chorus_nylium_path,create,pressing/compat/betterendforge/chorus_nylium_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/chorus_nylium_path.json,1,False,betterendforge:chorus_nylium,betterendforge:chorus_nylium_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/chorus_nylium_path.json
create:pressing/compat/betterendforge/crystal_moss_path,create,pressing/compat/betterendforge/crystal_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/crystal_moss_path.json,1,False,betterendforge:crystal_moss,betterendforge:crystal_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/crystal_moss_path.json
create:pressing/compat/betterendforge/end_moss_path,create,pressing/compat/betterendforge/end_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/end_moss_path.json,1,False,betterendforge:end_moss,betterendforge:end_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/end_moss_path.json
create:pressing/compat/betterendforge/end_mycelium_path,create,pressing/compat/betterendforge/end_mycelium_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/end_mycelium_path.json,1,False,betterendforge:end_mycelium,betterendforge:end_mycelium_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/end_mycelium_path.json
create:pressing/compat/betterendforge/jungle_moss_path,create,pressing/compat/betterendforge/jungle_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/jungle_moss_path.json,1,False,betterendforge:jungle_moss,betterendforge:jungle_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/jungle_moss_path.json
create:pressing/compat/betterendforge/pink_moss_path,create,pressing/compat/betterendforge/pink_moss_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/pink_moss_path.json,1,False,betterendforge:pink_moss,betterendforge:pink_moss_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/pink_moss_path.json
create:pressing/compat/betterendforge/shadow_grass_path,create,pressing/compat/betterendforge/shadow_grass_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/betterendforge/shadow_grass_path.json,1,False,betterendforge:shadow_grass,betterendforge:shadow_grass_path,1,1,complete,betterendforge,betterendforge,betterendforge,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/betterendforge/shadow_grass_path.json
create:pressing/compat/biomeswevegone/lush_dirt_path,create,pressing/compat/biomeswevegone/lush_dirt_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/biomeswevegone/lush_dirt_path.json,1,False,biomeswevegone:lush_dirt,biomeswevegone:lush_dirt_path,1,1,complete,biomeswevegone,biomeswevegone,biomeswevegone,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/biomeswevegone/lush_dirt_path.json
create:pressing/compat/biomeswevegone/lush_grass_path,create,pressing/compat/biomeswevegone/lush_grass_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/biomeswevegone/lush_grass_path.json,1,False,biomeswevegone:lush_grass_block,biomeswevegone:lush_dirt_path,1,1,complete,biomeswevegone,biomeswevegone,biomeswevegone,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/biomeswevegone/lush_grass_path.json
create:pressing/compat/biomeswevegone/sandy_dirt_path,create,pressing/compat/biomeswevegone/sandy_dirt_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/biomeswevegone/sandy_dirt_path.json,1,False,biomeswevegone:sandy_dirt,biomeswevegone:sandy_dirt_path,1,1,complete,biomeswevegone,biomeswevegone,biomeswevegone,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/biomeswevegone/sandy_dirt_path.json
create:pressing/compat/environmental/dirt_path,create,pressing/compat/environmental/dirt_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/environmental/dirt_path.json,1,False,minecraft:coarse_dirt; minecraft:dirt; minecraft:rooted_dirt,environmental:dirt_path,3,1,complete,minecraft,environmental,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/environmental/dirt_path.json
create:pressing/compat/environmental/mycelium_path,create,pressing/compat/environmental/mycelium_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/environmental/mycelium_path.json,1,False,minecraft:mycelium,environmental:mycelium_path,1,1,complete,minecraft,environmental,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/environmental/mycelium_path.json
create:pressing/compat/environmental/podzol_path,create,pressing/compat/environmental/podzol_path,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/environmental/podzol_path.json,1,False,minecraft:podzol,environmental:podzol_path,1,1,complete,minecraft,environmental,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/environmental/podzol_path.json
create:pressing/compat/immersiveengineering/plate_aluminum,create,pressing/compat/immersiveengineering/plate_aluminum,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/immersiveengineering/plate_aluminum.json,1,False,#c:ingots/aluminum,immersiveengineering:plate_aluminum,1,1,complete,c,immersiveengineering,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/immersiveengineering/plate_aluminum.json
create:pressing/compat/immersiveengineering/plate_constantan,create,pressing/compat/immersiveengineering/plate_constantan,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/immersiveengineering/plate_constantan.json,1,False,#c:ingots/constantan,immersiveengineering:plate_constantan,1,1,complete,c,immersiveengineering,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/immersiveengineering/plate_constantan.json
create:pressing/compat/immersiveengineering/plate_electrum,create,pressing/compat/immersiveengineering/plate_electrum,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/immersiveengineering/plate_electrum.json,1,False,#c:ingots/electrum,immersiveengineering:plate_electrum,1,1,complete,c,immersiveengineering,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/immersiveengineering/plate_electrum.json
create:pressing/compat/immersiveengineering/plate_lead,create,pressing/compat/immersiveengineering/plate_lead,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/immersiveengineering/plate_lead.json,1,False,#c:ingots/lead,immersiveengineering:plate_lead,1,1,complete,c,immersiveengineering,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/immersiveengineering/plate_lead.json
create:pressing/compat/immersiveengineering/plate_nickel,create,pressing/compat/immersiveengineering/plate_nickel,create:pressing,True,mod_jar,create-1.21.1-6.0.10.jar,data/create/recipe/pressing/compat/immersiveengineering/plate_nickel.json,1,False,#c:ingots/nickel,immersiveengineering:plate_nickel,1,1,complete,c,immersiveengineering,,True,unscaled,,0,,kubejs/data/create/recipe/pressing/compat/immersiveengineering/plate_nickel.json
